gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,postsd_d0,lfsr_d0,postmean_d1,postsd_d1,lfsr_d1,postmean_d2,postsd_d2,lfsr_d2,postmean_d3,postsd_d3,lfsr_d3,lfsr_min,best_day,plarge_d0,plarge_d1,plarge_d2,plarge_d3,active_days,n_active_days,min_lfsr_among_active,best_day_among_active,max_abs_postmean,active_days_any,n_any_active,hit_anyday
Gene74,-0.010638857,-0.583182,0.12812969,0.13372636,0.016403694,0.029549118,0.03917609,0.047620423,-0.0098499776118906,0.0237791830209898,0.339403336530858,-0.581193962161039,0.0428098896803171,0.0,0.12974954050648,0.0567286433533756,0.0111243788386284,0.135607747167802,0.0689081320116088,0.0245761038334094,0.0,1,6.661338147750939e-16,1.0,0.10779138183283332,0.17503254092607112,1,1,0.0,1.0,0.581193962161039,1,1,True
Gene60,-0.46800485,-0.04507973,0.06906201,0.05023933,0.017949013,0.0281828,0.035736196,0.042525932,-0.467678761631545,0.0261639308625759,0.0,-0.0448315689498729,0.0410668132490925,0.137467104403576,0.0691978267774618,0.0520505797851471,0.0918764723055564,0.0504050984103579,0.0619065734828049,0.207726000693888,0.0,0,1.0,7.890863311144081e-05,0.005985887019538949,0.007862248489014179,0,1,0.0,0.0,0.467678761631545,0,1,True
Gene10,0.82047635,0.27294326,0.02082763,0.14601992,0.025493233,0.034438863,0.044087492,0.05051374,0.809799190649768,0.0369705877196658,9.26752021715386e-107,0.259003833186768,0.0499290459089681,9.75289844236593e-08,0.0034621664823326,0.0638839479921135,0.478626674341903,0.125815981740528,0.0731540334237684,0.0426218603933353,9.26752021715386e-107,0,1.0,0.88134827185059,0.0017713852285948795,0.1552765858723365,0,1,9.26752021715386e-107,0.0,0.809799190649768,0,1,True
Gene79,0.658664,0.21594718,0.11436226,0.7688574,0.0223923,0.03402738,0.041715737,0.050624046,0.641161411681757,0.0326006335490365,2.43568540708083e-87,0.18973422686821,0.0495111185155286,6.21240995126238e-05,0.0824329780200103,0.0606661422619227,0.0870862478694891,0.728270411044375,0.0735880162080226,1.26812734864866e-23,2.43568540708083e-87,0,1.0,0.4178710817895819,0.02631721088264838,0.9999999999996483,"0,3",2,2.43568540708083e-87,0.0,0.728270411044375,"0,3",2,True
Gene72,0.5870627,0.24951072,0.1164048,0.1350806,0.020395566,0.02954396,0.036506034,0.043713808,0.580261075892439,0.0297948679265092,5.84334951807359e-85,0.239875919248395,0.0431448906816,1.26100264078184e-08,0.104687969956849,0.0532911088200098,0.0246718376270222,0.121013899050358,0.0637767660738755,0.0288145960739621,5.84334951807359e-85,0,1.0,0.8223174157578342,0.03684635946325043,0.10776973848097604,0,1,5.84334951807359e-85,0.0,0.580261075892439,0,1,True
Gene18,0.17773828,0.23579198,0.8921962,0.14411387,0.015930748,0.025680907,0.036334503,0.046784878,0.168060259809668,0.023340814961336,2.54388693409274e-13,0.220142617098976,0.0376157738167971,2.21169536803945e-09,0.869073865783438,0.0532060915987225,7.23910762211084e-61,0.115759325375246,0.0684344972281502,0.0452955744978113,7.23910762211084e-61,2,0.08559231957466551,0.7038421340953621,1.0,0.10916939529247205,2,1,7.23910762211084e-61,2.0,0.869073865783438,2,1,True
Gene22,0.22860567,0.65670776,0.23569705,0.14990889,0.017685506,0.028790241,0.038177144,0.04717293,0.220414077402651,0.0257960207526305,5.11048256708098e-18,0.642894337134612,0.0419751581649331,1.3972715123795e-53,0.217932473724326,0.0556309558746401,4.36621022629813e-05,0.128165589988755,0.068688873614863,0.0309642549784168,1.3972715123795e-53,1,0.7856345927818329,1.0,0.6264050981338656,0.14782896944899515,1,1,1.3972715123795e-53,1.0,0.642894337134612,1,1,True
Gene49,0.36967254,0.12796362,0.0726655,0.06291523,0.016507892,0.025759092,0.033892695,0.041307174,0.367025720015464,0.0241422451261917,1.74652694198527e-52,0.12395064722296,0.0376597575316845,0.0004944478563385,0.0674492418890798,0.049527828494245,0.0865838947426422,0.0565811988632675,0.0603277947533167,0.174151998273249,1.74652694198527e-52,0,0.9999999999977162,0.021723880892393632,0.003722159971281558,0.008729888161626342,0,1,1.74652694198527e-52,0.0,0.367025720015464,0,1,True
Gene92,0.0817779,0.11653575,0.77827084,0.103670605,0.01637268,0.024667945,0.035539366,0.043910332,0.0736156210393369,0.0239810538794946,0.0010570444204304,0.104221664550024,0.0361217539582684,0.0019335870189791,0.759579261543229,0.0520224068383721,6.3353646874252496e-49,0.0817914869431032,0.0642213809427934,0.101348184761711,6.3353646874252496e-49,2,6.814643693786593e-08,0.004006261383784238,1.0,0.03284281031149916,2,1,6.3353646874252496e-49,2.0,0.759579261543229,2,1,True
Gene2,0.058538,0.09944639,0.68858546,0.106497206,0.01585186,0.023829298,0.03348453,0.043336138,0.0516574136947416,0.0232187401279421,0.0129939556298647,0.0890858363951908,0.0348948272064245,0.0053066683072188,0.673242115523093,0.0490143560835135,1.9072507584526e-43,0.0876571553167196,0.0633814183135202,0.0832691556198609,1.9072507584526e-43,2,8.353273628358693e-11,0.0007401261910291446,1.0,0.03815957139280102,2,1,1.9072507584526e-43,2.0,0.673242115523093,2,1,True
Gene52,0.092599705,0.5817713,-0.039853085,0.50814074,0.018110383,0.028984783,0.042043712,0.05016629,0.0825602723891566,0.0263075060871323,0.0008338724320598,0.565230389627341,0.0420907147590273,9.69987395637053e-42,-0.0628268038300354,0.060996711827538,0.151518031975907,0.479189557386842,0.0727396787993274,1.8922755312646e-11,9.69987395637053e-42,1,4.020022281947533e-06,1.0,0.012268838652080172,0.9999380306654119,"1,3",2,9.69987395637053e-42,1.0,0.565230389627341,"1,3",2,True
Gene84,0.10391953,0.4163014,0.06888513,0.017761817,0.016092975,0.024913387,0.034765247,0.043279085,0.101038518935646,0.0234971522127803,8.39729579185806e-06,0.411580543173072,0.0363633179275927,4.92952293806378e-30,0.0626875072081401,0.0507156594886984,0.10818654348546,0.0101726585383157,0.0630926560724441,0.436059141993275,4.92952293806378e-30,1,1.2676323072002837e-05,0.9999999970313792,0.00338974597683106,0.0017442098613172918,1,1,4.92952293806378e-30,1.0,0.411580543173072,1,1,True
Gene63,0.27167028,0.012246569,0.045592148,0.034801204,0.01682966,0.027570048,0.035998594,0.045545284,0.258314988336281,0.0084299428713176,5.2939329868704596e-30,0.0004133885561014,0.0083391830245429,0.975537442799767,0.0017453394157162,0.0135360346566785,0.967640817044459,0.0012760201063136,0.0147178803330782,0.97218670695798,5.2939329868704596e-30,0,0.9999999999977033,0.0,0.0,0.0,0,1,5.2939329868704596e-30,0.0,0.258314988336281,0,1,True
Gene37,0.13140512,0.434445,0.07417389,0.055482835,0.016165579,0.026934473,0.036337633,0.043629736,0.127675392505273,0.0235770637237452,2.9468259953022e-08,0.427926664959067,0.0392663900777363,5.151521074779579e-28,0.0658412643048014,0.0529460172802228,0.106794478221818,0.0455298677387965,0.063532928966612,0.236843098439027,5.151521074779579e-28,1,0.0010789864446487663,0.9999999967744868,0.005640660837349154,0.007577185544404341,1,1,5.151521074779579e-28,1.0,0.427926664959067,1,1,True
