gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,postsd_d0,lfsr_d0,postmean_d1,postsd_d1,lfsr_d1,postmean_d2,postsd_d2,lfsr_d2,postmean_d3,postsd_d3,lfsr_d3,lfsr_min,best_day
Gene53,0.07975821,0.1260535,0.10457729,0.13986878,0.015234733,0.024369638,0.035001528,0.04228228,0.0553638870182603,0.0147505293758284,8.84919870827426e-05,0.0841854192533902,0.0234303631174089,0.000131784710896991,0.0500196322759065,0.0318241841093742,0.0582452330057127,0.0690832458610576,0.036959085398216,0.0302880632410451,8.84919870827426e-05,0
Gene54,0.055889204,0.012027156,-0.012219198,-0.008401182,0.01644492,0.024429247,0.03285405,0.03972294,0.0678640595389553,0.0174432273092378,3.98653049434145e-05,0.0322624076941597,0.0272861907992972,0.12541266169473,0.0178747837701635,0.0344968777521587,0.321477920990342,0.0257075337849347,0.0387280112095526,0.271893027893233,3.98653049434145e-05,0
Gene55,0.16868123,0.15458427,0.111988805,0.12818897,0.015759027,0.023816308,0.03255603,0.04101429,0.178930999208927,0.0235345532008882,2.95231671923531e-15,0.17019136978563,0.0340828198677203,7.55170236643386e-08,0.150696044221409,0.0553413704071267,0.000663619281731023,0.155373563821026,0.0527073014577645,0.00138101330601401,2.95231671923531e-15,0
Gene56,0.10179325,0.14209682,0.112012826,0.0911099,0.0153661715,0.02389152,0.03303968,0.0404777,0.089149384340237,0.0154520136479703,2.05757057574389e-08,0.119700352492606,0.0236358630297858,3.28071730802402e-07,0.0849131480004838,0.0315357541962737,0.00350213547421686,0.0629699022050837,0.0371327330174339,0.0446204527553904,2.05757057574389e-08,0
Gene57,0.0015293638,-0.04451028,-0.022578688,-0.027608167,0.014616942,0.023513604,0.0309834,0.03681594,0.00878214883300373,0.0151985008356777,0.290542733322717,-0.0298403477107437,0.0241880375426029,0.112124809590602,-0.00598255825685296,0.0306749772968587,0.432536814969544,-0.00762189917127908,0.0353780747656456,0.424728648591858,0.112124809590602,1
Gene58,-0.02463977,-0.022433672,-0.024418727,-0.015672082,0.014619766,0.022626862,0.031390898,0.039049704,-0.0241079301877623,0.0130760299616596,0.095511206711743,-0.0233214680842715,0.0156448569215768,0.13088966503142,-0.0235102995490898,0.0184246592616535,0.144558428160563,-0.0215718099721168,0.0214269596040842,0.171335078093091,0.095511206711743,0
Gene59,0.073719084,0.07791922,0.12346922,0.112542115,0.015940277,0.023798501,0.034871053,0.04255167,0.0474919710133712,0.0139020789487168,0.000746808668337489,0.0429952514174266,0.0190635928463696,0.0223697637870458,0.0577339428760721,0.0277124000502313,0.0134106629563709,0.046119754212522,0.029798597989004,0.0650030630549343,0.000746808668337489,0
Gene6,0.011696047,-0.026389273,-0.031071085,0.017905671,0.01572998,0.024457471,0.031968556,0.04043353,0.0119937741562165,0.0158984053635271,0.225452558862346,-0.0233706402976036,0.0242864452350531,0.168210517657858,-0.0260916633765525,0.0308330824882628,0.199042752759679,0.0153962486944361,0.0372638323322775,0.339944006029953,0.168210517657858,1
Gene60,-0.46800485,-0.04507973,0.06906201,0.05023933,0.017949013,0.0281828,0.035736196,0.042525932,-0.467678761631545,0.0261639308625759,0,-0.0448315689498729,0.0410668132490925,0.137467104403576,0.0691978267774618,0.0520505797851471,0.0918764723055564,0.0504050984103579,0.0619065734828049,0.207726000693888,0,0
Gene61,0.0818202,0.07462816,0.04776552,0.038180105,0.015960671,0.025188275,0.032280505,0.038545977,0.0965764497505237,0.0188037843453038,3.0223054178551e-07,0.0934024473991652,0.0249338562900029,0.000843303764005279,0.0835140570722375,0.0361640564697528,0.0249846070624573,0.0804590963622178,0.0408695482723535,0.0524866188336053,3.0223054178551e-07,0
Gene62,0.005772139,-0.047326725,0.022357957,0.032158304,0.015395654,0.024140593,0.032560725,0.042146277,-0.0030843642286017,0.0138552291350558,0.508401451607014,-0.0586648609654103,0.0216442898211551,0.00553263524088055,0.000621489869800581,0.0277455074340751,0.580953472893075,0.00233933195850856,0.0341116193668941,0.564276946509359,0.00553263524088055,1
Gene63,0.27167028,0.012246569,0.045592148,0.034801204,0.01682966,0.027570048,0.035998594,0.045545284,0.258314988336281,0.0084299428713176,5.29393298687046e-30,0.000413388556101463,0.00833918302454297,0.975537442799767,0.00174533941571622,0.0135360346566785,0.967640817044459,0.00127602010631362,0.0147178803330782,0.97218670695798,5.29393298687046e-30,0
Gene64,-0.029956158,0.008813807,-0.05407256,-0.020952092,0.01577095,0.024244305,0.033371218,0.04121768,-0.0235240237469152,0.0156964336160263,0.0674353996892763,0.0157038232912138,0.0237110963561757,0.253819506545999,-0.037277128909803,0.0314947177454126,0.118677357399169,-0.00659301530107785,0.0372456207211143,0.430247419017003,0.0674353996892763,0
Gene65,0.08547055,0.117956236,0.115489036,0.09922611,0.016285017,0.025240554,0.03231295,0.04104659,0.0672055708637658,0.0158550607200743,2.89333306565698e-05,0.0838575626597024,0.0238709950124955,0.000234859976526881,0.0751495572792672,0.0288074356248394,0.00614513260286889,0.0567181694506402,0.035414060924683,0.0644024112944845,2.89333306565698e-05,0
Gene66,0.08447833,0.09837006,0.112015314,0.13847624,0.014740724,0.023349416,0.03234056,0.041334484,0.0594235080729111,0.0108855936372582,4.40048274323558e-06,0.0592836416729547,0.0135435386663955,0.00125573108762717,0.0589911089349767,0.0164382987919485,0.00635261484316866,0.060897241123255,0.0193190988642224,0.00777848264294141,4.40048274323558e-06,0
Gene67,0.062912926,0.03781021,0.051664695,0.074881874,0.0155634945,0.023550551,0.031452604,0.03966588,0.0509200661978815,0.0157275269054444,0.000573516792265493,0.0227585205956136,0.0244120310459679,0.201839039789593,0.0299030583936039,0.0305834460636616,0.191691566882747,0.0430467247924558,0.0366180765695398,0.146617696498659,0.000573516792265493,0
Gene68,-0.7064839,-0.13444889,-0.020173162,0.013067049,0.02342018,0.033413626,0.040235706,0.046977475,-0.701214197798235,0.0339949920433896,0,-0.127425708042778,0.0484842956709786,0.00425105612758714,-0.0119136586726768,0.0583601936739698,0.419340486056773,0.0226009757795587,0.0681037937824109,0.369796282759748,0,0
Gene69,-0.0048655244,-0.018363109,0.036213532,-0.008155318,0.014055359,0.023379669,0.031495433,0.03882931,-0.0078563784060104,0.0142298300494677,0.292911575919892,-0.0220291213627674,0.0232799722331961,0.174182413048417,0.0248128487235842,0.0304468025636191,0.210836524169369,-0.0144864434039135,0.036000662798118,0.345663635859952,0.174182413048417,1
Gene7,0.008419504,0.01834103,0.02446222,-0.39639804,0.0141597,0.021405486,0.030205164,0.037905563,1.88186823900122e-05,0.000955252431571042,0.998856946266424,3.74071824720448e-05,0.00156609940629521,0.998765160779829,5.04692979995506e-05,0.00217524508374211,0.998780987549555,-0.423959017215197,0.014872337995807,2.66453525910038e-15,2.66453525910038e-15,3
Gene70,-0.04919525,-0.59652996,-0.03490962,0.03914914,0.014671804,0.027493289,0.038465146,0.046591505,-0.0463620491895831,0.0213343757623453,0.0148389958276848,-0.590729425184127,0.0399584574832565,0,-0.0275275199768763,0.0558702947210394,0.31119861441043,0.0478799984362433,0.0676287245593701,0.239411337349605,0,1
Gene71,0.039832704,0.01095352,-0.6376719,0.8822285,0.016573472,0.026877385,0.039687835,0.055326603,0.0350587665296498,0.024123467319877,0.073000251695436,0.00322157939592818,0.0391099064816414,0.467343308554734,-0.648385354625666,0.0577038960607684,0,0.864510118719614,0.080427723149519,2.53335873159206e-27,0,2
Gene72,0.5870627,0.24951072,0.1164048,0.1350806,0.020395566,0.02954396,0.036506034,0.043713808,0.580261075892439,0.0297948679265092,5.84334951807359e-85,0.239875919248395,0.0431448906816,1.26100264078184e-08,0.104687969956849,0.0532911088200098,0.0246718376270222,0.121013899050358,0.0637767660738755,0.0288145960739621,5.84334951807359e-85,0
Gene73,0.09240312,0.10245885,0.14246696,0.10706703,0.015232038,0.024918942,0.033539873,0.041459605,0.0716223386045325,0.0143232774143744,1.02950906307054e-06,0.0688854011723275,0.0223922284944825,0.00203705092687231,0.0884691950197202,0.0296077124272992,0.00141055114149948,0.0567199279686023,0.0348680382002642,0.063187253673869,1.02950906307054e-06,0
Gene74,-0.010638857,-0.583182,0.12812969,0.13372636,0.016403694,0.029549118,0.03917609,0.047620423,-0.00984997761189066,0.0237791830209898,0.339403336530858,-0.581193962161039,0.0428098896803171,0,0.12974954050648,0.0567286433533756,0.0111243788386284,0.135607747167802,0.0689081320116088,0.0245761038334094,0,1
Gene75,0.096005835,0.029832741,-0.86614466,0.28126177,0.017083287,0.027812907,0.04050765,0.05247458,0.099849402618829,0.0247864763884912,2.90983591517691e-05,0.0361022330305567,0.0403405385321252,0.185364859687833,-0.855797028315383,0.0587329940150141,0,0.292431671926997,0.0759882548768387,6.13646237417155e-05,0,2
Gene76,0.037654124,0.03068196,-0.06659305,-0.015683716,0.014498324,0.024222087,0.03327395,0.041967675,0.0530635338653333,0.0142694107176988,0.000289895088589216,0.0553557389868116,0.0234101894326711,0.00964343293625418,-0.0217552305007181,0.0311695240240476,0.242110502769725,0.0303122606890487,0.0374228685676701,0.206800007942856,0.000289895088589216,0
Gene77,-0.11266835,-0.13018548,-0.12590691,-0.13799283,0.014568391,0.023764605,0.032004267,0.040104114,-0.098788117277181,0.0110215367946423,6.54525322829613e-11,-0.0993093251141559,0.0129290523431495,4.20285419755473e-06,-0.0970046899451156,0.0166591077992547,0.000704571263165921,-0.0970555547488124,0.0184313886993459,0.00224968987254315,6.54525322829613e-11,0
Gene78,0.033912003,0.042607736,0.022889106,0.033438392,0.014389918,0.02417889,0.033821575,0.043308213,0.0338910777599421,0.0118857396544417,0.00677986814705667,0.0366711112314803,0.016941661885115,0.0260828339800515,0.0276877216408742,0.0238610180377888,0.133023474951724,0.0311860098568372,0.0268348278489384,0.11769101250098,0.00677986814705667,0
Gene79,0.658664,0.21594718,0.11436226,0.7688574,0.0223923,0.03402738,0.041715737,0.050624046,0.641161411681757,0.0326006335490365,2.43568540708083e-87,0.18973422686821,0.0495111185155286,6.21240995126238e-05,0.0824329780200103,0.0606661422619227,0.0870862478694891,0.728270411044375,0.0735880162080226,1.26812734864866e-23,2.43568540708083e-87,0
