gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,postsd_d0,lfsr_d0,postmean_d1,postsd_d1,lfsr_d1,postmean_d2,postsd_d2,lfsr_d2,postmean_d3,postsd_d3,lfsr_d3,lfsr_min,best_day
Gene1,0.0595306,0.07181853,0.06092857,0.087403625,0.014895793,0.02386729,0.03350418,0.04185805,0.0485120994646406,0.0120043353644089,0.000310065255859245,0.0499301327852059,0.0162262286459277,0.00627824429042539,0.043134281865167,0.0225630574388105,0.0585784915462031,0.049272671971978,0.0243455865285944,0.038286084479833,0.000310065255859245,0
Gene10,0.82047635,0.27294326,0.02082763,0.14601992,0.025493233,0.034438863,0.044087492,0.05051374,0.818566331739229,0.0375919869965169,4.20521775683897e-108,0.271009541315322,0.050764400581134,4.09923478173643e-08,0.0186304535406244,0.0649288628954431,0.387124828214845,0.14358346271519,0.0743412914710425,0.0267161162805546,4.20521775683897e-108,0
Gene100,0.06245807,-0.001320765,0.06409045,0.06456927,0.015220576,0.023496082,0.030253429,0.040246133,0.051247127049769,0.0154800627023518,0.000464941311114835,-0.0141200089157497,0.0235001930260327,0.273710568985126,0.0414605430949346,0.0295295146438435,0.0799501995093578,0.0350776469645255,0.0372870715554178,0.173191542449566,0.000464941311114835,0
Gene11,-0.743974,-0.10089239,0.024583207,-0.0023765848,0.02317283,0.034714162,0.040994003,0.04585846,-0.744182735251339,0.0341274429374231,0,-0.101944084512564,0.051106350355216,0.0227987730543704,0.0232531698105632,0.0603107904438319,0.349526225089612,-0.00406756860921209,0.0674402384606259,0.476503778525067,0,0
Gene12,0.14001885,0.119351976,0.15343441,0.097893186,0.016369788,0.024758585,0.03224941,0.04161046,0.12763628671149,0.0175990938591224,3.06154360597904e-11,0.103439680738554,0.0279162026648323,3.19797777686191e-05,0.125350619788873,0.0308703250029857,4.10669566014937e-05,0.0774295126572673,0.0432790692890497,0.0300154691124729,3.06154360597904e-11,0
Gene13,0.132992,0.11818654,0.106085315,0.102647364,0.01545163,0.025665523,0.03356341,0.04247725,0.144204284729855,0.0142886370884981,1.23247705817597e-12,0.141145190330984,0.0211697375850793,3.66946437434053e-06,0.138928581276948,0.0265993928637422,0.000435297605633272,0.137940091334821,0.0297028081236461,0.00258024338951741,1.23247705817597e-12,0
Gene14,0.15066394,0.16748318,0.19704612,0.14749782,0.014442239,0.023179404,0.030764982,0.03764828,0.127251161479584,0.0153389762669647,2.25881822031508e-14,0.128532167728409,0.0234823829353751,5.46439377838852e-08,0.141223004597743,0.0300569717713237,2.02570591150655e-06,0.0939517911859562,0.0382148185171226,0.00648361623945811,2.25881822031508e-14,0
Gene15,0.1336593,-0.39253956,0.82100374,-0.34408477,0.01558734,0.027237736,0.04237417,0.054165553,0.133496884269603,0.0225913873457625,1.68740063769627e-09,-0.392325504461464,0.0394618746812641,0,0.819663847558027,0.0613358112041431,5.49109985493086e-41,-0.343671859724354,0.0782585681047682,5.76731122592378e-06,0,1
Gene16,0.04849759,0.017841032,0.039034657,0.6853559,0.015186635,0.02505258,0.034963023,0.046324473,0.0394258790930728,0.0221586689021065,0.0376209740943129,0.00292953286967458,0.0365315001481305,0.4683100908539,0.0180343465530813,0.0509472135394604,0.361905153437105,0.655993893035783,0.0674296625989925,1.06590977356347e-22,1.06590977356347e-22,3
Gene17,0.1837044,0.11018173,0.07054222,0.12089895,0.015546024,0.024157705,0.03338701,0.039474234,0.179793357873177,0.0171963163985677,7.48546251483599e-17,0.107230424332581,0.026456272743011,0.000214696323592614,0.0709373389560237,0.0358982195937622,0.0277452480556105,0.114794027162637,0.0412530886025795,0.00509698192521465,7.48546251483599e-17,0
