gene,n_guides,best_day,best_day_among_active,active_days,hit_anyday,max_abs_postmean,min_lfsr,min_lfsr_among_active,guide_min_lfsr_min,median_guide_lfsr_min,gene_postmean_d0,gene_postsd_d0,gene_lfsr_d0,gene_postmean_d1,gene_postsd_d1,gene_lfsr_d1,gene_postmean_d2,gene_postsd_d2,gene_lfsr_d2,gene_postmean_d3,gene_postsd_d3,gene_lfsr_d3
Gene50,6,0,,,False,0.041055581122670735,2.1793015791971015e-07,,2.44249065417534e-15,3.4819296978203333e-09,-0.041055581122670735,0.008125651655609396,2.1793015791971015e-07,-0.016676411229898668,0.010143285528364503,0.05007944877129722,0.02117012850598479,0.013796633921999096,0.06246052970043864,-0.003898855168597431,0.013740181476860402,0.38829879301941217
Gene51,6,0,2.0,"d2,d3",True,0.6557975552374322,0.0,0.0,0.0,0.0,0.1989720269001063,0.012515708445248921,0.0,0.14097764095838178,0.017172880253363658,1.1102230246251565e-16,-0.6557975552374322,0.022981510695034693,0.0,0.21234161334793708,0.02937137085800047,2.423061751244404e-13
Gene52,6,1,1.0,"d1,d3",True,0.5743951669205857,0.0,0.0,1.0628947446131699e-78,3.176972739325745e-23,0.08933518324214826,0.013155576388660127,5.580647055580812e-12,0.5743951669205857,0.018911704946905555,0.0,-0.05016171857130833,0.026290430380084648,0.02819664692314161,0.4951324360694594,0.030981786830013548,0.0
Gene53,6,0,,,False,0.1327599503063808,0.0,,0.0,1.8591269299693114e-13,0.10254155415189223,0.008870503444340299,0.0,0.1286974905609496,0.013922001774536712,0.0,0.11876051324305552,0.015105934848900437,1.887379141862766e-15,0.1327599503063808,0.01874970583684043,7.174261185127762e-13
Gene54,6,0,,,False,0.03262793659130306,0.006213936786169272,,0.0,1.7414233388637412e-09,0.02464967836079579,0.009860832243630154,0.006213936786169272,-0.013429393170157938,0.01424356573206363,0.1728815599845166,-0.02964221749285627,0.017164973864106984,0.04209268598161575,-0.03262793659130306,0.01747630539997899,0.030952094789838513
Gene55,6,0,0.0,"d0,d1,d2,d3",True,0.22411482951601408,0.0,0.0,4.36334265415848e-25,1.5795777317048478e-10,0.21375298774292312,0.009151263618098872,0.0,0.22043087576510606,0.01129778413424153,0.0,0.2233701036363257,0.016221933950711843,0.0,0.22411482951601408,0.015574290867164735,0.0
Gene56,6,0,,,False,0.13119662618175074,0.0,,2.4119675313708202e-32,1.627129713774217e-08,0.0834662544672024,0.009613863427486071,0.0,0.13119662618175074,0.012850069439195883,0.0,0.09983650940870374,0.016454763926277826,6.502642868611019e-10,0.07526923588001659,0.0196330042826563,6.308644444513734e-05
Gene57,6,1,,,False,0.027837377421194093,0.01163928790565516,,3.57756491098371e-10,0.06256177836445616,0.013822948122615607,0.008463703997058602,0.05121313768639968,-0.027837377421194093,0.01226947777437231,0.01163928790565516,-0.009082912669660114,0.014608821295045654,0.26705587965035504,-0.011879792110767355,0.016686228363477842,0.23824727868009132
Gene58,6,0,,,False,0.020092578951767682,0.00018657459357784845,,3.43584004913744e-07,0.0003664351061975341,-0.018698822258129758,0.005254869408466204,0.00018657459357784845,-0.018594208530279974,0.00566748980702721,0.0005174658818893896,-0.020092578951767682,0.006178617659090312,0.0005730733236536389,-0.017572639652862824,0.00674066532267445,0.004567511872824226
Gene59,6,0,,,False,0.19168213856704322,0.0,,4.56885278256524e-46,1.3007204864693605e-13,0.11467582908838518,0.006950527474115443,0.0,0.13380492621840018,0.00727292022105996,0.0,0.19168213856704322,0.008334744038725875,0.0,0.18898569268675286,0.00833846125412363,0.0
Gene6,6,1,,,False,0.04881112602770127,0.0013575326015684563,,0.0,0.00028121756168936294,-0.004930300429720859,0.009822933361653203,0.3078628391871566,-0.04094743115549719,0.013656965632775346,0.0013575326015684563,-0.04881112602770127,0.016716305795564258,0.0017503205122211263,-0.007884973902773214,0.019829549275530194,0.34544867907422105
Gene60,6,0,0.0,d0,True,0.46467632482169274,0.0,0.0,0.0,5.5511151231258e-17,-0.46467632482169274,0.013077465863566153,0.0,-0.04483740960253726,0.018532081059028066,0.007772037865791059,0.06396770337990086,0.022788388810024433,0.0025000250437859917,0.04592773974504004,0.02669577631269755,0.04267876879611676
Gene61,6,0,,,False,0.14367581890257827,0.0,,2.7096718427594497e-34,0.00012677421111054193,0.12352794623165265,0.007173771245881079,0.0,0.13158573276395547,0.0076947153214717914,0.0,0.13963595636710455,0.008627719660055013,0.0,0.14367581890257827,0.00905495629248824,0.0
Gene62,6,1,,,False,0.055008780506402864,8.907250215850482e-06,,0.0,0.011313856510999552,0.0002955494259956176,0.009344873283304928,0.48738479324148026,-0.055008780506402864,0.0128205950666655,8.907250215850482e-06,0.006130429246297133,0.016233084927559864,0.3528451998551597,0.010321884961860189,0.019972550863889924,0.30264665479231523
