guide,gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,postsd_d0,lfsr_d0,postmean_d1,postsd_d1,lfsr_d1,postmean_d2,postsd_d2,lfsr_d2,postmean_d3,postsd_d3,lfsr_d3,lfsr_min,best_day
g108,Gene8,-0.15898113,-0.20653997,-0.20356548,-0.16472337,0.0208286,0.029728334,0.03776493,0.04499613,-0.132370371520032,0.0262513970362591,3.26075322298891e-08,-0.164090794505487,0.0372671954211026,6.05585144031196e-07,-0.151683592992622,0.0460881128321225,0.000165821111436482,-0.111082408776426,0.0532353351548551,0.0140108556612008,3.26075322298891e-08,0
g109,Gene9,0.22060573,0.040428218,-0.07319479,0.030871427,0.019217737,0.028338887,0.036720563,0.043676827,0.22697086061016,0.0282906965748885,9.74146179885799e-16,0.0508148943197569,0.0419560376424562,0.113836361801619,-0.058918205608751,0.0543051978038525,0.139518459363364,0.0471779759424731,0.0644310922731379,0.232408579736358,9.74146179885799e-16,0
g11,Gene11,-0.77178025,-0.1286977,-0.003222145,-0.03018196,0.025915118,0.036840927,0.042668734,0.04713481,-0.771883417904881,0.0383695149387508,0,-0.12962772347038,0.0545202409976073,0.00863240396039711,-0.00455467879893846,0.0631274404351274,0.471437813905311,-0.0316688508130465,0.0697005014472637,0.325008552871153,0,0
g110,Gene10,1.0139537,0.4664211,0.21430552,0.33949775,0.027520454,0.03660974,0.045571256,0.051788025,1.00972459231213,0.0407277686035491,3.04833446906775e-137,0.461473610333889,0.0541767895247836,6.95979763765554e-18,0.208692446185054,0.0673935633162494,0.000971507504486651,0.332876146472044,0.0765725245073515,6.76036386887019e-06,3.04833446906775e-137,0
g111,Gene11,-0.67983377,-0.03675197,0.08872354,0.061763883,0.025281593,0.036435433,0.042490788,0.04734776,-0.681620414664141,0.0372542191763994,0,-0.0401132618106321,0.053658000876881,0.227574744747173,0.0845582186288969,0.0625603629914544,0.0884799176779812,0.0570611912927785,0.0696655643275478,0.206262953149407,0,0
g112,Gene12,0.25828755,0.23762092,0.27170333,0.21616203,0.019991698,0.026880536,0.033862203,0.042745225,0.266675635124705,0.0219272936805052,8.22945686076331e-20,0.261798193368688,0.0305000963108266,1.22400901516611e-10,0.26718675911196,0.0271155654414457,3.56772264462892e-09,0.255731215853832,0.0447193919551781,7.29495079160647e-05,8.22945686076331e-20,0
g113,Gene13,0.028886244,0.014080702,0.0019794782,-0.0014584246,0.019841854,0.0285498,0.03587418,0.04444057,0.0474089039712279,0.0174746795428927,0.0100649730896479,0.0451997899466124,0.0215948232227584,0.0425945947703079,0.0435646350946214,0.0251755317794912,0.0667631592594858,0.043441879471864,0.0271410179948156,0.0714688824328463,0.0100649730896479,0
g114,Gene14,0.1424295,0.15924872,0.18881159,0.13926348,0.017824875,0.025540952,0.032764055,0.039325308,0.122578951728668,0.0209995650851227,5.30930659980773e-09,0.127643762146197,0.0284924303937779,7.29564725232457e-06,0.141730863417903,0.036529129251523,3.85574854742824e-05,0.10236129777283,0.0440740397980765,0.0134460823688399,5.30930659980773e-09,0
g115,Gene15,0.13790701,-0.38829198,0.8252514,-0.33983722,0.018553851,0.029019136,0.043515902,0.054564323,0.134582804955521,0.0255608962579173,8.1068513933506e-08,-0.392719537781695,0.0399400894073976,0,0.817191222372853,0.0597775984281942,4.74882255610311e-39,-0.348895736597795,0.074826978158777,2.84462924782236e-06,0,1
g116,Gene16,0.1094736,0.07881699,0.10001066,0.7463321,0.018874269,0.027288651,0.036860522,0.04781114,0.100571791353234,0.028149614699966,0.000172707032596703,0.0659987712022061,0.0406881792193048,0.0525135818820484,0.0826326322984862,0.0549634919196153,0.0665214471347788,0.722073130088273,0.071240089145595,4.7539119931852e-25,4.7539119931852e-25,3
g117,Gene17,0.23246849,0.15894598,0.119306445,0.16966318,0.019478375,0.02658365,0.0347365,0.040836517,0.225855241674136,0.0259857575330803,5.27706518562386e-17,0.151479838646814,0.0351137504360165,9.07280318873192e-06,0.110751156237927,0.045253984722809,0.00672212465927871,0.158044441356568,0.0529286102573282,0.00127728198707868,5.27706518562386e-17,0
g118,Gene18,-0.34754297,-0.28948945,0.36691487,-0.38116756,0.02212074,0.030077064,0.039728023,0.049695097,-0.339894686242641,0.0324276379831814,0,-0.279079571475356,0.0440724820905672,3.67809116497142e-11,0.380013058820533,0.0582540036193124,9.73530436608868e-11,-0.363814103492658,0.0726271891395729,1.31858749807812e-07,0,0
