s_tau,s_time,s_guide,rmse_mean,corr_mean,sign_mean,rmse_avg,corr_avg,sign_avg,num_seeds
1.0,0.3,0.5,0.3953181094350434,0.5607697942099665,0.7333333333333333,0.39500257436118064,0.5611219808697385,0.7333333333333333,2
0.7,0.3,0.5,0.39482037820071914,0.5609893797412528,0.7333333333333333,0.39450582077711976,0.5613408997644658,0.7333333333333333,2
0.5,0.3,0.5,0.3937743711140168,0.5614464820031466,0.7333333333333333,0.3934628803077311,0.561795523189198,0.7333333333333333,2
0.3,0.3,0.5,0.3902928039199609,0.5630322838288158,0.75,0.38998591201805727,0.5633790258281599,0.7333333333333333,2
0.1,0.3,0.5,0.35854968130705456,0.5789058154849962,0.7333333333333333,0.3583023469907877,0.5792138417623593,0.7,2
