guide,gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,lfsr_d0,postmean_d1,lfsr_d1,postmean_d2,lfsr_d2,postmean_d3,lfsr_d3,lfsr_min,best_day
g55,Gene25,-0.021027163,-0.18916507,-0.33602574,-0.658592,0.1109576,0.13791873,0.15915692,0.18800278,-0.203377297468917,0.0222276978770718,-0.203377297468917,0.0222276978770718,-0.203377297468917,0.0222276978770718,-0.203377297468917,0.0222276978770717,0.0222276978770717,3
g56,Gene26,0.11763797,0.26156846,0.44538406,0.5418085,0.123473264,0.15014987,0.1840236,0.21825938,0.258734547026898,0.00622492911835082,0.258734547026898,0.00622492911835083,0.258734547026898,0.00622492911835083,0.258734547026898,0.00622492911835083,0.00622492911835082,0
g57,Gene27,-0.08180668,-0.12230099,-0.123833515,-0.15310828,0.12820143,0.1501948,0.17428848,0.20341067,-0.0637383116621213,0.451252409132577,-0.0637383116621213,0.451252409132577,-0.0637383116621213,0.451252409132576,-0.0637383116621213,0.451252409132577,0.451252409132576,2
g58,Gene28,-0.53523314,-0.6622032,-0.8183106,-1.0980467,0.12489614,0.15168199,0.17716256,0.20946537,-0.675830312795801,0,-0.675830312795801,0,-0.675830312795801,0,-0.675830312795801,0,0,0
g59,Gene29,0.09902766,0.028543675,-0.027350688,-0.008213392,0.12453785,0.13814352,0.15289855,0.17593686,0.0117830692595076,0.75272679477378,0.0117830692595076,0.75272679477378,0.0117830692595076,0.75272679477378,0.0117830692595076,0.752726794773779,0.752726794773779,3
g6,Gene6,0.13744438,0.14834471,0.12711841,0.21640001,0.1292748,0.15990864,0.17668949,0.19502647,0.109258637782566,0.264648616984831,0.109258637782566,0.264648616984831,0.109258637782566,0.264648616984831,0.109258637782566,0.264648616984831,0.264648616984831,0
g60,Gene30,-0.5699011,-0.7497085,-0.80694795,-0.98388255,0.13329758,0.13908024,0.16982298,0.19420226,-0.710527595704809,0,-0.710527595704809,0,-0.710527595704809,0,-0.710527595704809,0,0,0
g61,Gene1,-0.22003374,-0.3235386,-0.49024224,-0.67659384,0.12504767,0.13973345,0.16094077,0.18812075,-0.36187345399163,7.93009353206031e-06,-0.36187345399163,7.93009353206031e-06,-0.36187345399163,7.93009353206031e-06,-0.36187345399163,7.93009353206031e-06,7.93009353206031e-06,0
g62,Gene2,0.2646544,0.45207536,0.49412858,0.33926666,0.1308917,0.15455773,0.17285399,0.21430585,0.357078087251586,5.57351459555219e-05,0.357078087251586,5.57351459555218e-05,0.357078087251586,5.57351459555219e-05,0.357078087251586,5.57351459555219e-05,5.57351459555218e-05,1
g63,Gene3,0.16749574,0.14986967,0.15885666,-0.014917502,0.13814357,0.15334079,0.17041592,0.19259669,0.0817757100960359,0.372919799797654,0.0817757100960359,0.372919799797654,0.0817757100960359,0.372919799797654,0.0817757100960359,0.372919799797654,0.372919799797654,3
g64,Gene4,-0.04277907,-0.0009905208,-0.06625658,-0.07890766,0.12731168,0.1463941,0.16957107,0.18449241,-0.0157008760683198,0.725603690627031,-0.0157008760683198,0.725603690627031,-0.0157008760683198,0.725603690627031,-0.0157008760683198,0.725603690627031,0.725603690627031,3
g65,Gene5,-0.003235723,0.018989375,0.24669123,0.30583277,0.13871267,0.15927683,0.17856519,0.19390899,0.060631457772155,0.47454608516105,0.060631457772155,0.47454608516105,0.060631457772155,0.474546085161049,0.060631457772155,0.47454608516105,0.474546085161049,2
g66,Gene6,0.0971877,0.108088054,0.08686179,0.17614335,0.12994258,0.16178565,0.18469203,0.20407447,0.0611136634668012,0.471314246641169,0.0611136634668012,0.471314246641169,0.0611136634668012,0.471314246641169,0.0611136634668012,0.471314246641169,0.471314246641169,0
g67,Gene7,0.12331475,0.23590417,0.27888212,0.16757298,0.13200742,0.16083685,0.17631316,0.21106166,0.162272201892073,0.119073092863015,0.162272201892073,0.119073092863015,0.162272201892073,0.119073092863015,0.162272201892073,0.119073092863015,0.119073092863015,1
g68,Gene8,0.3689341,0.47425625,0.67144084,0.8972741,0.11809443,0.14364746,0.17209107,0.19443832,0.510566957059782,4.81829350039407e-11,0.510566957059782,4.81829350039407e-11,0.510566957059782,4.81829350039407e-11,0.510566957059782,4.81829350039407e-11,4.81829350039407e-11,3
g69,Gene9,0.07582429,0.08357602,-0.12836434,-0.22140495,0.12381524,0.14201437,0.1640213,0.20434241,-0.00188183301198664,0.813663368930332,-0.00188183301198664,0.813663368930332,-0.00188183301198664,0.813663368930332,-0.00188183301198664,0.813663368930332,0.813663368930332,0
g7,Gene7,-0.028038496,0.084550984,0.1275288,0.01621968,0.11986556,0.14848642,0.16498439,0.21022205,0.0145641168074041,0.733140951299334,0.0145641168074041,0.733140951299334,0.0145641168074041,0.733140951299334,0.0145641168074041,0.733140951299334,0.733140951299334,0
g70,Gene10,-0.17972869,-0.12765011,-0.06760358,-0.08817791,0.12537017,0.1458471,0.16699946,0.195706,-0.0834171511199633,0.353339367860951,-0.0834171511199633,0.353339367860951,-0.0834171511199633,0.353339367860951,-0.0834171511199633,0.353339367860951,0.353339367860951,0
