gene,n_guides,best_day,best_day_among_active,active_days,hit_anyday,max_abs_postmean,min_lfsr,min_lfsr_among_active,guide_min_lfsr_min,median_guide_lfsr_min,gene_postmean_d0,gene_postsd_d0,gene_lfsr_d0,gene_postmean_d1,gene_postsd_d1,gene_lfsr_d1,gene_postmean_d2,gene_postsd_d2,gene_lfsr_d2,gene_postmean_d3,gene_postsd_d3,gene_lfsr_d3,lfsr_min
Gene99,6,3,,,False,0.0537641716620355,0.0022341260760292,,9.51128065196372e-12,3.141466179889155e-07,0.0100712629776832,0.010137660238726,0.1602452466803129,0.0420171103134505,0.0152152140145517,0.0028766539746926,0.0455985458958914,0.0160603526905278,0.0022613432992698,0.0537641716620355,0.0189106643104622,0.0022341260760292,0.0022341260760292
Gene54,6,3,,,False,0.0532593417539196,0.0008810228320444,,0.0,6.037104150322185e-11,0.0222880840486147,0.0101789741767886,0.0142759086058357,-0.0335158349983421,0.0144622628985975,0.0102391193005194,-0.0496759773370121,0.0165390864225154,0.0013342473411003,-0.0532593417539196,0.0170285008996125,0.0008810228320444,0.0008810228320444
Gene62,6,1,,,False,0.0522558217142694,3.5821645811728864e-05,,0.0,0.01353381356161,-0.0057966517800886,0.0095956721524254,0.2728918279664523,-0.0522558217142694,0.013160151417132,3.5821645811728864e-05,0.0088004283420043,0.0168098991787673,0.300303943726985,0.0133759868412689,0.0198432181756789,0.2501291003491943,3.5821645811728864e-05
Gene31,6,0,,,False,0.0505688993672693,8.453238109495942e-13,,5.8554044096798e-37,1.11022302462516e-16,-0.0505688993672693,0.0071648774972936,8.453238109495942e-13,-0.0481030259308062,0.0073343851756048,2.7164381855016014e-11,-0.0458791383779207,0.0074891034424625,4.502425099417451e-10,-0.0375558460915872,0.0078241840933222,7.934484329563674e-07,8.453238109495942e-13
Gene57,6,1,,,False,0.0499560958012186,8.88188302883286e-06,,8.016909358588009e-11,0.0479366060511503,0.000439362553931,0.0081031431427261,0.4783794450803429,-0.0499560958012186,0.0116412754082847,8.88188302883286e-06,-0.0383687868577523,0.0125103473988268,0.0010812239873559,-0.0394307517020747,0.0141961426433255,0.0027383688494345,8.88188302883286e-06
Gene90,6,0,,,False,0.0497231844314132,1.979183771094739e-06,,0.0,3.941178989830263e-07,-0.0497231844314132,0.0107776257489561,1.979183771094739e-06,0.0035050809372896,0.0147104836558115,0.4058354749836883,-0.0315325547416003,0.0176213348824895,0.0367709260984918,-0.0333365322351468,0.0204857718083074,0.0518365136204148,1.979183771094739e-06
Gene100,6,0,,,False,0.0488867042712419,2.300779154973398e-07,,1.8212351601586003e-10,0.0017202094377711,0.0488867042712419,0.0096954675143321,2.300779154973398e-07,-0.013738169001553,0.0129129047083447,0.1436847265267583,0.0437291287752497,0.015828477723064,0.0028663860834936,0.0371982466583009,0.0190045403114266,0.0251540637839454,2.300779154973398e-07
Gene95,6,2,,,False,0.0469113777960085,0.0042008984475758,,0.0,0.0003641900793658,-0.0188931340176147,0.0105902680079293,0.0372110969239929,0.0036997347155271,0.0142513201834485,0.3975836782231935,0.0469113777960085,0.0177999258050671,0.0042008984475758,-0.0107467768632058,0.0209176521578627,0.3037078278510746,0.0042008984475758
Gene98,6,0,,,False,0.0431837432694523,1.123208988285107e-05,,6.00971880785107e-53,2.371502993980813e-11,-0.0431837432694523,0.0101875460308048,1.123208988285107e-05,0.0376038875918931,0.0141115053571009,0.0038520728577309,-0.0009476024294911,0.0169429517065113,0.4776991821978813,-0.0016889653595679,0.0201354092956099,0.4665757778979336,1.123208988285107e-05
Gene80,6,1,,,False,0.0419437729180158,0.0008480205138842,,0.0,0.0037491184275341,-0.0114189536202029,0.0101604020979094,0.1305344550354682,0.0419437729180158,0.0133627235777459,0.0008480205138842,0.0003477544754063,0.0158908347615535,0.4912702578027247,0.001576144154693,0.018782669373783,0.4665620817232734,0.0008480205138842
Gene78,6,1,,,False,0.0401514342768668,1.894824908088566e-09,,0.0,3.292458986176335e-19,0.0359350967002226,0.0064484648896758,1.2544008054504731e-08,0.0388399575987233,0.0065907261952727,1.894824908088566e-09,0.0379053782110477,0.0067281163454855,8.810148832694153e-09,0.0401514342768668,0.0068400433320416,2.178245805950496e-09,1.894824908088566e-09
Gene64,6,2,,,False,0.038708980539121,0.0089637662101175,,2.2204460492503094e-16,0.0001956168652196,-0.0151766436297815,0.0102404781615825,0.0691668347476159,0.0237638735216773,0.0134370555612825,0.0384859367399576,-0.038708980539121,0.0163528338480467,0.0089637662101175,-0.0089790314572484,0.019589954865488,0.3233509502778644,0.0089637662101175
Gene50,6,0,,,False,0.0337931882882009,0.0017580209242109,,1.17805765142975e-12,3.914042327976054e-07,-0.0263170396517982,0.0090170001065686,0.0017580209242109,-0.0184396047283426,0.011059989085993,0.0477338085029577,0.0337931882882009,0.0148750521524802,0.0115492054229425,-0.0143129717336279,0.0157537237313383,0.1817950944139342,0.0017580209242109
Gene28,6,1,,,False,0.0305692921548452,1.4385754128931616e-05,,3.70217284394912e-15,0.0002567802150439,-0.0280929689892878,0.0069462817137165,2.623787825384305e-05,-0.0305692921548452,0.00730802103796,1.4385754128931616e-05,-0.0251265534365549,0.0078877447829531,0.0007224754309844,-0.0242961977368823,0.0083211763010661,0.0017512621036513,1.4385754128931616e-05
Gene94,6,1,,,False,0.0265904281023019,0.0003824381318016,,0.0,7.758925816162466e-07,0.0194496395501499,0.0074095602019324,0.0043332314648208,0.0265904281023019,0.0079015844271617,0.0003824381318016,0.0099267182237769,0.0085000480994387,0.1214351316661191,0.0254438357086836,0.0088344974608217,0.0019880310650817,0.0003824381318016
Gene97,6,2,,,False,0.0234289156800636,0.0015028677180058,,0.0,4.545834924046834e-09,0.0146530795535368,0.0071018307208853,0.0195429212104923,0.0136593132649802,0.0074351506574513,0.0330956019233401,0.0234289156800636,0.0078960988599894,0.0015028677180058,0.0170100251276525,0.0081419092217707,0.018345146952589,0.0015028677180058
Gene58,6,2,,,False,0.0125657113218631,0.0628187653437803,,4.17066796457211e-06,0.0407413597425948,-0.0050347185543204,0.0070194884473355,0.2366103453353807,-0.0087955034574521,0.0075457169050095,0.121882318981801,-0.0125657113218631,0.0082046584245841,0.0628187653437803,-0.0074424293135999,0.0088235549320601,0.1994820127869611,0.0628187653437803
