guide,gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,postsd_d0,lfsr_d0,postmean_d1,postsd_d1,lfsr_d1,postmean_d2,postsd_d2,lfsr_d2,postmean_d3,postsd_d3,lfsr_d3,lfsr_min,best_day
g1,Gene1,0.07946051,0.090650976,0.083343215,0.11266207,0.02121844,0.029190259,0.037176494,0.046178397,0.0612161408347718,0.0175651733766882,0.00160945106364966,0.061532564517494,0.0191868644692722,0.0045455380633127,0.0595152222718009,0.0218502497975455,0.0178500850256474,0.0618756496843644,0.0230800717184876,0.0133242427302909,0.00160945106364966,0
g10,Gene10,0.8770585,0.2615416,0.033749964,0.16226491,0.026676582,0.035529274,0.043521974,0.051588353,0.872479968242074,0.0392394324520034,5.3387108394812e-110,0.255940633707483,0.0522487889251978,4.76106330150005e-07,0.0272521314932901,0.0639810894657198,0.335119168079411,0.1543311826672,0.075801963518193,0.0208527282224644,5.3387108394812e-110,0
g100,Gene100,-0.08808882,-0.14863478,-0.078808434,-0.07953515,0.023143148,0.02998381,0.03686314,0.045039307,-0.0748619709387975,0.0264709966198634,0.00216202927079368,-0.127540056732048,0.0341079355239644,8.07511715299469e-05,-0.0594837900823966,0.0409028051936263,0.0706099352273686,-0.0568507206079355,0.0486164522559813,0.118337936275638,8.07511715299469e-05,1
g101,Gene1,0.3362856,0.34747645,0.34016842,0.36948702,0.020959245,0.028918749,0.036485408,0.045761377,0.317456794805357,0.0161586200855393,2.77460239689498e-30,0.317464752078851,0.0162009934884405,9.04497177806328e-19,0.317447149057342,0.0162441864928559,7.19618872125645e-13,0.317479017771702,0.0163334602926925,1.24983695426601e-10,2.77460239689498e-30,0
g102,Gene2,-0.0093196295,0.030288476,0.62195855,0.037192598,0.020766119,0.027851298,0.0356051,0.043483887,-0.0105360245389541,0.0280708540814969,0.463305341540869,0.0204196527783407,0.0383231726688062,0.410138604203797,0.612788317790692,0.0478749473073929,5.90190777432647e-32,0.0237603051325986,0.0588864095107928,0.4536713939661,5.90190777432647e-32,2
g103,Gene3,0.052329943,-0.3191552,0.07017579,0.89945227,0.021561949,0.030701907,0.03889194,0.05122309,0.0441081589784106,0.0317635336204002,0.0824691275278634,-0.330555292873985,0.0452160902736313,1.33115740652556e-13,0.0553614936351339,0.0572609049518371,0.166816019149129,0.878163021673784,0.0753719164255578,1.11309823272411e-31,1.11309823272411e-31,3
g104,Gene4,-0.013516382,-0.017658276,0.010055102,-0.022561058,0.020439688,0.027541343,0.034589197,0.04234968,-0.0106657499481367,0.0179620683333282,0.424577073634954,-0.0117806654672649,0.0214077062087311,0.422623750421849,-0.0025735021562471,0.026956211996823,0.533880856272887,-0.0125376099209469,0.0284141476615373,0.437875395074435,0.422623750421849,1
g105,Gene5,-0.10906749,-0.1292861,-0.12570707,-0.14907576,0.02193418,0.030223504,0.038991004,0.04720942,-0.0845479188323979,0.0178299534487254,4.24340725271311e-05,-0.0852727604816296,0.0189655695899627,0.000327559729840665,-0.0838774297196786,0.0208931390338594,0.00359910509637951,-0.0848210772268643,0.0219343992527308,0.00399237419815746,4.24340725271311e-05,0
g106,Gene6,-0.4739206,-0.51287353,-0.51786786,-0.46926275,0.023765871,0.030588,0.037796065,0.04454674,-0.462529609428472,0.0270688767262499,0,-0.475208875843434,0.0337566069589391,0,-0.475027075552828,0.0390282647806141,0,-0.455065306723596,0.0450767069013087,1.60960134110155e-12,0,0
g107,Gene7,-0.17541464,-0.1636107,-0.15261716,-0.5764607,0.019973934,0.026123375,0.031887993,0.0397049,-0.16846266850544,0.0299261860459868,8.67221283673558e-09,-0.154546633535539,0.0391207005801689,3.88722134196939e-05,-0.141595116587728,0.0477239111999362,0.00150415170943397,-0.561600173297877,0.0596523865542318,0,0,3
