gene,n_guides,best_day,best_day_among_active,active_days,hit_anyday,max_abs_postmean,min_lfsr,min_lfsr_among_active,guide_min_lfsr_min,median_guide_lfsr_min,gene_postmean_d0,gene_postsd_d0,gene_lfsr_d0,gene_postmean_d1,gene_postsd_d1,gene_lfsr_d1,gene_postmean_d2,gene_postsd_d2,gene_lfsr_d2,gene_postmean_d3,gene_postsd_d3,gene_lfsr_d3,lfsr_min
Gene86,6,1,,,False,0.0340284977730415,4.217518466687054e-07,,1.20072063403143e-10,0.0530188696577219,-0.0237877440557003,0.0063742917048168,9.504860219067268e-05,-0.0340284977730415,0.0069093071781038,4.217518466687054e-07,-0.01497138718101,0.0072742606736266,0.019788741794111,-0.0032628340446228,0.0099344130770083,0.3712904370938314,4.217518466687054e-07
Gene76,6,2,,,False,0.0330911928227344,7.254094491648821e-06,,5.48277163540627e-06,0.0020505482995672,0.0169570329700785,0.0063082183524779,0.0035931450922654,0.0264832111990249,0.0065987980428596,2.9932964989320965e-05,0.0330911928227344,0.0076316871645429,7.254094491648821e-06,0.0192851866905011,0.0081146870084694,0.0087370330547165,7.254094491648821e-06
Gene44,6,0,,,False,0.0324143009995051,4.323636025249655e-05,,2.89300896137828e-13,0.010313686847995,0.0252777806354806,0.0064390269602228,4.323636025249655e-05,0.0144739300046607,0.0071191842882138,0.0210218033853237,0.0190248647799415,0.0072276906018281,0.004241457704877,0.0324143009995051,0.0084004619032179,5.701146443548577e-05,4.323636025249655e-05
Gene9,6,3,,,False,0.0323210952487042,0.0004233327784273,,6.28865311194667e-07,0.0025089376939784,-0.0081347707611127,0.0071210352536407,0.1266526450354553,0.0050499951160639,0.007172420368045,0.2406898543986551,0.0120733650303974,0.0078542065402897,0.0621240600256306,0.0323210952487042,0.0096854705372703,0.0004233327784273,0.0004233327784273
Gene81,6,3,,,False,0.0322754641068594,0.0005999732660097,,0.0002462365501775,0.151748056523384,0.0077504885428856,0.0062406390942085,0.1071296686733611,0.001741670248778,0.0067341355753538,0.3979591772762488,0.010579497619203,0.0069872680984577,0.0649988785202622,0.0322754641068594,0.009964968224359,0.0005999732660097,0.0005999732660097
Gene17,6,3,,,False,0.0321959455715618,0.0010302951285607,,0.0004749858392888,0.0714821366197175,0.0040407983630976,0.0061390227085741,0.2551999136503246,0.0016454966698992,0.0062720618086821,0.3965245023713856,0.0122828868332584,0.007510137160766,0.0509713354067022,0.0321959455715618,0.0104486236118141,0.0010302951285607,0.0010302951285607
Gene66,6,3,,,False,0.031990475667075,0.0009286556454125,,0.0035626251255169,0.0841926637397014,0.0035881397533501,0.0064372570792627,0.2886264111825348,0.0046017966119524,0.0066367745912949,0.2440360349896305,0.0045530117282826,0.0071552048851273,0.2622834005833648,0.031990475667075,0.0102792257587036,0.0009286556454125,0.0009286556454125
Gene50,6,3,,,False,0.0319282529217556,0.0002895951871174,,5.1474042126153e-07,1.555685587495415e-05,0.0056112186019208,0.0068262494340372,0.2055367156301141,0.0085254352501258,0.0069492639667945,0.1099467697546862,0.0198921445901391,0.0074660406721319,0.003856864305165,0.0319282529217556,0.0092782953686047,0.0002895951871174,0.0002895951871174
Gene31,6,2,,,False,0.0316846478038384,1.5461901301305758e-05,,2.32196484262204e-11,0.0069480779145513,-0.0179284497011503,0.0062370121907739,0.0020231763787764,-0.0188065988514251,0.0064492456409847,0.0017722252299705,-0.0316846478038384,0.0076045202375321,1.5461901301305758e-05,-0.0102272058795597,0.0086009260612262,0.1172037114430787,1.5461901301305758e-05
Gene20,6,0,,,False,0.0315761077394503,1.1881906665234254e-06,,9.35189548023629e-09,0.0016387197976671,-0.0315761077394503,0.0066920385183916,1.1881906665234254e-06,-0.030257631832526,0.0071310388962337,1.1023203487336986e-05,-0.0086755644690911,0.0083504474989128,0.1494176981816809,0.0225401071819445,0.0106629816452241,0.0172633857059538,1.1881906665234254e-06
Gene48,6,0,,,False,0.030539083976682,3.522517273202297e-06,,6.31422812633366e-07,0.0003368584594543,0.030539083976682,0.0067980600515693,3.522517273202297e-06,0.0237743054139809,0.0067989442177328,0.0002354688639025,0.026570029598023,0.0073976052877146,0.0001642596354926,-0.000339260269737,0.0094935466268157,0.485746479233917,3.522517273202297e-06
Gene94,6,3,,,False,0.0299025297680058,0.0005382454702648,,4.80132168288225e-07,0.0591522799865377,-0.0015070303673316,0.0076035340546627,0.4214437835021642,0.0133235481602059,0.0070687230071452,0.0297244194730526,0.0191685233139626,0.0076212149885025,0.0059490333726608,0.0299025297680058,0.0091452516304162,0.0005382454702648,0.0005382454702648
Gene14,6,0,,,False,0.0297360006631747,4.475825553185153e-06,,9.41123169370047e-07,0.0001408079094384,0.0297360006631747,0.0066956977726389,4.475825553185153e-06,0.0259846418719852,0.0066458450155297,4.6165660820551846e-05,0.0095244398896359,0.0076160157665143,0.1055438062812748,0.026829058270438,0.008285082229897,0.0006013546615286,4.475825553185153e-06
Gene15,6,0,,,False,0.0293716149173066,3.212075926783964e-05,,8.07724423233945e-05,0.0068442353230631,0.0293716149173066,0.0073490337524694,3.212075926783964e-05,-0.003368704046137,0.0074550633264113,0.3256820638877786,0.000951870659998,0.0079413759352728,0.4522961607990834,0.0207199675201837,0.008994498033428,0.0106217985597159,3.212075926783964e-05
Gene25,6,0,,,False,0.0292512287448525,6.713025741844625e-06,,4.55232505813807e-06,0.1712422208802728,-0.0292512287448525,0.0067197189596911,6.713025741844625e-06,-0.0100565612754803,0.0066338137725485,0.0647654016189271,-0.0199284665828461,0.0069637912788321,0.0021067011026617,-0.0010930541076845,0.0098393843737845,0.4557726142654706,6.713025741844625e-06
Gene30,6,2,,,False,0.0289668220351992,0.000453712086665,,5.33299830893785e-05,0.0034943916542121,0.0137034228718711,0.0069638544610765,0.0245459398015693,0.0191948366081408,0.0073982000386162,0.0047360459070198,-0.0289668220351992,0.0087308370775664,0.000453712086665,0.0007290430249987,0.0090930719846739,0.4680487751651415,0.000453712086665
Gene51,6,0,,,False,0.0285900194728208,8.975556408929997e-05,,2.7628122012401897e-11,0.001451896706611,0.0264497328846911,0.0070603577755114,8.975556408929997e-05,-0.021534016087226,0.0079140968067935,0.0032545382715141,0.0154382643603085,0.008036329709218,0.0273621282366518,0.0285900194728208,0.0092101646531149,0.0009540323434374,8.975556408929997e-05
Gene90,6,3,,,False,0.0280240749790806,0.000669886580624,,2.22710738739806e-13,0.0002316550744529,-0.0053241118901405,0.0065298284417722,0.2074352850691077,-0.0198536903137911,0.00670149700265,0.001525385289771,-0.0107158392088114,0.0069860452888892,0.0625281081891737,-0.0280240749790806,0.0087375330523642,0.000669886580624,0.000669886580624
Gene40,6,2,,,False,0.0274698038335989,8.097021496156209e-05,,8.8487618343791e-09,0.0029288055522906,-0.0175673539446036,0.0065224569833867,0.0035367447805844,-0.0212363506441824,0.0068130177270532,0.0009134285491019,-0.0274698038335989,0.0072825453104816,8.097021496156209e-05,0.0216368113569706,0.010268312626227,0.01755255804073,8.097021496156209e-05
Gene61,6,1,,,False,0.0256313061960693,0.0001614258095997,,1.29864837952745e-05,0.0204580401181354,-0.0090016743692223,0.0076286051648806,0.1190021857547838,0.0256313061960693,0.0071272539521936,0.0001614258095997,0.0238359756070855,0.007676454086629,0.0009511497494844,0.0231460023486735,0.0089195629966657,0.0047299526732352,0.0001614258095997
Gene55,6,2,,,False,0.0253354009415549,0.0009363267437552,,0.0011534438896099,0.0454391094617263,-0.00528970235566,0.007032216151379,0.2259624312847929,-0.0128069875606733,0.0071405355708154,0.036441616924473,-0.0253354009415549,0.0081471670697533,0.0009363267437552,0.0113659716859839,0.0097863464298394,0.1227373720170691,0.0009363267437552
Gene7,6,2,,,False,0.0246037761519976,0.0011911867193443,,4.08639788673781e-11,0.049133509212828,-0.0007293826910642,0.0067887601025607,0.4572200603616843,-0.0016352986558181,0.006917434886423,0.4065601919587936,-0.0246037761519976,0.0080989567427741,0.0011911867193443,0.0051361457767122,0.0088397355902604,0.2806103381798182,0.0011911867193443
Gene37,6,0,,,False,0.0244219328586261,0.0002330867701849,,5.21485683315275e-08,0.0066530596963426,0.0244219328586261,0.0069787398872525,0.0002330867701849,0.0006115229106242,0.0073911257377919,0.4670301522979634,0.0188713720655223,0.0074546427046365,0.0056789123880719,0.0200101967039819,0.0082289634726455,0.007514512502169,0.0002330867701849
