gene,n_guides,best_day,best_day_among_active,active_days,hit_anyday,max_abs_postmean,min_lfsr,min_lfsr_among_active,guide_min_lfsr_min,median_guide_lfsr_min,gene_postmean_d0,gene_postsd_d0,gene_lfsr_d0,gene_postmean_d1,gene_postsd_d1,gene_lfsr_d1,gene_postmean_d2,gene_postsd_d2,gene_lfsr_d2,gene_postmean_d3,gene_postsd_d3,gene_lfsr_d3,lfsr_min
Gene21,6,1,,,False,0.0240175338493912,0.0005152843355157,,1.08990594327452e-12,0.0009734474222352,0.0136930943318873,0.0069831181846871,0.0249461977756809,0.0240175338493912,0.0073178545825307,0.0005152843355157,-0.0217449224306014,0.0083949728120326,0.0047955714175016,-0.0145384240419107,0.008972122904914,0.052573236757246,0.0005152843355157
Gene80,6,3,,,False,0.0234384940740304,0.0067200112312805,,4.345843379161e-06,0.1297683312129964,0.0004828281440885,0.006570013438137,0.4707082305058027,0.0095198064989744,0.0075917062018442,0.1049256248577704,-0.0109662578565448,0.0074112298973474,0.0694791669864745,-0.0234384940740304,0.0094820068634216,0.0067200112312805,0.0067200112312805
Gene65,6,0,,,False,0.0229464940169514,8.114666920699953e-05,,1.27879712541071e-06,0.0032015699204363,0.0229464940169514,0.0060842423953223,8.114666920699953e-05,0.0223835406383451,0.0062275023949261,0.0001626295568122,0.0171145584649565,0.0065872238970131,0.0046864543243341,0.0081318256960859,0.008640101037658,0.1733082274730119,8.114666920699953e-05
Gene88,6,3,,,False,0.0227774344418588,0.0081363697663933,,5.83625120120779e-07,0.0196336649986395,0.0116405187513627,0.0070347279742938,0.0489904568077948,-0.0113758031388898,0.0073269463337019,0.0602595869585087,-0.008235821198011,0.0077890920108862,0.1451752157806094,0.0227774344418588,0.0094797737821173,0.0081363697663933,0.0081363697663933
Gene29,6,0,,,False,0.0217803205830296,0.0006412877758031,,0.0011291230030938,0.2288836724665735,-0.0217803205830296,0.0067643892022165,0.0006412877758031,-0.0088960907301125,0.006450933654883,0.083941325802425,-0.0114139085302757,0.0068771996581708,0.048490039982171,-0.0093864491214594,0.0082208550517619,0.1267716959723398,0.0006412877758031
Gene19,6,2,,,False,0.02176691524489,0.0038834087973777,,1.01650723274282e-05,0.0038315258097952,-0.0075819796653956,0.0073898144282182,0.1524448332760497,0.0148493179653873,0.0073578600759979,0.021787448308152,0.02176691524489,0.008176773644733,0.0038834087973777,0.0167964374356334,0.0090424346721735,0.0316191215012546,0.0038834087973777
Gene35,6,1,,,False,0.021277391759441,0.0004374600013883,,1.52558558623746e-12,0.0600259407937632,0.0198739865126577,0.0060757579263231,0.0005357826923098,0.021277391759441,0.0063935702208583,0.0004374600013883,0.0155209239083489,0.0068026774108278,0.0112567651289827,-0.0037178945499785,0.0104481436859154,0.3609792244172354,0.0004374600013883
Gene36,6,1,,,False,0.0211732613224826,0.0008430882895736,,0.0029120187292669,0.1527423299217774,0.0131608489611412,0.006025800998211,0.0144780782339524,0.0194983113197904,0.0062085202588266,0.0008430882895736,0.009061455367122,0.0069550753693279,0.0963121188571516,0.0211732613224826,0.0079269552365344,0.0037807652563696,0.0008430882895736
Gene84,6,2,,,False,0.020906717858106,0.0041453937411705,,9.59198275030104e-07,0.0661407124982907,-0.0087402124912145,0.0066271252310818,0.0936089163540709,-0.0180462710953815,0.007115710149876,0.0056044692560937,-0.020906717858106,0.0079192339653469,0.0041453937411705,0.0018320485609656,0.0093235182475914,0.4221103722017275,0.0041453937411705
Gene49,6,1,,,False,0.020211922343833,0.0009640857501745,,6.07745705740737e-05,0.0013885341402499,0.0161052249997018,0.0059827415706494,0.0035518084929266,0.0199351566184713,0.0064284591491154,0.0009640857501745,0.0108752981651782,0.0068762862953634,0.0568743810756765,0.020211922343833,0.0078755447704089,0.0051377788211166,0.0009640857501745
Gene92,6,3,,,False,0.0196966611790273,0.0209878931699145,,2.88075159925195e-07,0.0182449984682459,0.0021787503578557,0.0066156185612576,0.3709514963030185,-0.0112001869645248,0.0072177259910153,0.0603596894821941,-0.0062487547929809,0.0075289268092012,0.2032789463195303,0.0196966611790273,0.009684849702028,0.0209878931699145,0.0209878931699145
Gene97,6,3,,,False,0.0188680495845665,0.0156943412108803,,3.57989105026491e-09,0.1495079921709985,-0.0007626772263329,0.0065206649252828,0.4534446447398004,0.0049779753933986,0.0072682187808325,0.2467047133609557,-0.0127977920038294,0.0072593697843044,0.0389557854332441,-0.0188680495845665,0.0087672324128254,0.0156943412108803,0.0156943412108803
Gene46,6,1,,,False,0.0187180502633389,0.0055784795303026,,8.783457627892231e-09,0.0337306635703381,-0.012202434017246,0.0068088674870731,0.0365553862237362,-0.0187180502633389,0.0073758625329216,0.0055784795303026,-0.0105759770636538,0.0075720879539291,0.0812510713808039,0.0108616443672158,0.0095823999107005,0.1285023004969755,0.0055784795303026
Gene62,6,1,,,False,0.018292637714484,0.0035900657492955,,9.13142691683078e-06,0.1346922497437169,-0.0145454516929939,0.0063678540380691,0.0111798920983829,-0.018292637714484,0.0068043545939637,0.0035900657492955,-0.0027709442596779,0.0072488112851917,0.3511335618982253,-0.0055114305172896,0.0082513021028373,0.2520837883723155,0.0035900657492955
Gene68,6,3,,,False,0.0168459446811093,0.0246132491709847,,6.03349269051816e-07,0.012964717315619,0.0108923385725002,0.0064410041629101,0.0454094984414454,-0.0010183696720488,0.0067740840614755,0.4402508740130151,-0.0062163792801489,0.0077741137546106,0.2119639161717996,0.0168459446811093,0.0085659175455527,0.0246132491709847,0.0246132491709847
Gene23,6,0,,,False,0.0162012753660279,0.0134145390969343,,7.73647782846377e-07,0.0196889656744256,0.0162012753660279,0.0073176635952762,0.0134145390969343,-0.0043702482388783,0.0074449486731689,0.2785989951539666,-0.0142507303669973,0.0084267688624535,0.0454063424767823,0.0051083649080382,0.0091081282637217,0.2874472352738609,0.0134145390969343
Gene64,6,1,,,False,0.0131261456998795,0.0196844041373112,,2.1499820812565e-08,0.3519843395774905,-0.0023321687844541,0.0060162725861797,0.3491399473651599,-0.0131261456998795,0.0063709532125453,0.0196844041373112,-0.0093492425862053,0.0065371395734679,0.0763336408685186,-8.075551157019863e-05,0.0082125389383863,0.4960771852642593,0.0196844041373112
Gene89,6,0,,,False,0.0126198516148449,0.0328935759572159,,0.046546102429047,0.342971716635668,-0.0099937277699212,0.0054317540662755,0.0328935759572159,-0.0080394486946535,0.0055128907057291,0.0723789306574809,-0.0070086278143866,0.0059605188663566,0.1198290302041434,-0.0126198516148449,0.0073982234033066,0.0440231382128255,0.0328935759572159
Gene85,6,2,,,False,0.011939457379804,0.0361537215937015,,0.001854448212719,0.1744810667233565,0.0096815415798322,0.0059881559640106,0.0529626946555791,0.0085973366555969,0.0063030952493061,0.0862859115945804,0.011939457379804,0.006643449125438,0.0361537215937015,0.0102145502162082,0.007613448045086,0.0898554422950001,0.0361537215937015
Gene11,6,2,,,False,0.0117512780462923,0.0499959778070485,,1.28129253313555e-06,0.0665102445383193,-0.0071288324619419,0.0062601764400828,0.1274018367741877,-0.0014169585993756,0.0066085304334125,0.4151122803947298,-0.0117512780462923,0.0071441003817102,0.0499959778070485,-0.0003094461570507,0.0080888359483814,0.4847418032974019,0.0499959778070485
Gene18,6,1,,,False,0.0116518745450917,0.0404657091753409,,6.2445558368275e-13,0.0290638302471917,0.001190126526608,0.0059849956516246,0.4211893785246005,0.0116518745450917,0.0066761168989494,0.0404657091753409,0.0045058470679586,0.0065803803278691,0.2467541241886615,-0.0068843878167618,0.0083184953611693,0.2039484981809457,0.0404657091753409
Gene16,6,0,,,False,0.0115441942141091,0.0381626832759041,,3.31640124251464e-08,0.0386226836362031,-0.0115441942141091,0.0065132496455921,0.0381626832759041,-0.0085972387967924,0.0064253800197085,0.0904461806906116,0.0057961205507474,0.0076780584913286,0.2251562827587956,0.0005232973410651,0.008172696030244,0.4744731884252021,0.0381626832759041
Gene10,6,1,,,False,0.0071289279481668,0.1141478095331677,,0.022241066828921,0.5059559828018916,0.0039669494217546,0.0053082551157298,0.2274361089976355,0.0066754597067209,0.0055409000386864,0.1141478095331677,0.0035610367781734,0.0059754681227282,0.2756067436041484,0.0071289279481668,0.0074662096770805,0.1698329558536408,0.1141478095331677
Gene70,6,3,,,False,0.0048771407797873,0.2727255823545333,,0.0006171301882219,0.0694089184690328,0.0012710222995146,0.006408186547727,0.4213881505842806,-0.0009194606559366,0.0066092615252823,0.4446788461830662,0.0019623624496554,0.0070544603628352,0.3904396686675161,0.0048771407797873,0.0080668507313573,0.2727255823545333,0.2727255823545333
