guide,gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,postsd_d0,lfsr_d0,postmean_d1,postsd_d1,lfsr_d1,postmean_d2,postsd_d2,lfsr_d2,postmean_d3,postsd_d3,lfsr_d3,lfsr_min,best_day
g276,Gene76,0.030786436,0.051432632,0.06819665,0.03061872,0.011936044,0.014359429,0.01669948,0.020716248,0.0362491824209429,0.0164213696533633,0.0187376103294003,0.0458597534918973,0.0167602188925118,0.00427333297125636,0.0519330645156324,0.0189762085318509,0.00288468284214999,0.0375968522585491,0.0205917141183173,0.0430035480925537,0.00288468284214999,2
g277,Gene77,0.035274565,0.035161648,0.043219533,0.06063797,0.010792575,0.01272612,0.01560638,0.020112641,0.0367646623726511,0.0155193791153082,0.0157073513300426,0.0367167265630685,0.0155223312396734,0.015834068979533,0.0398277435693034,0.0169354527122263,0.0148483518448753,0.0445299544420341,0.0196414339479094,0.0122475968517122,0.0122475968517122,3
g278,Gene78,-0.016776577,-0.0116278175,-0.030948214,-0.11374974,0.011250477,0.013607077,0.016366724,0.021246264,-0.0169967680330991,0.0176437743225721,0.320723408990058,-0.0148235599517646,0.0172378324755171,0.347821434351342,-0.0234199244459918,0.0214866656151565,0.291017253629823,-0.0717623903142095,0.029852824584896,0.00592690299576404,0.00592690299576404,3
g279,Gene79,0.024756163,0.02215004,0.045865513,0.013384382,0.012209629,0.014302073,0.01723753,0.021179244,0.0229992616212989,0.0163973735742132,0.123047277960399,0.0219219425970055,0.0169421043738374,0.140244781242472,0.0301244176008733,0.0198365946460848,0.0991449437928889,0.0198166082473025,0.0205763124039637,0.193623679808626,0.0991449437928889,2
g28,Gene28,0.07859668,0.15288419,0.07052598,0.026545042,0.012244151,0.0152104115,0.017761791,0.021656446,0.0776488149713908,0.0171782792128911,3.3767669290899e-06,0.120281799184811,0.0194184855158156,7.39809435967428e-11,0.0731591795633732,0.0207902659067746,0.000231619104415522,0.055793212305985,0.0234771547264615,0.00861456600968726,7.39809435967428e-11,1
g280,Gene80,0.008477505,0.030763786,-0.01879269,-0.051195942,0.011955395,0.014107298,0.016256966,0.02046657,0.00278793190876066,0.0140807220633544,0.586109106855518,0.0112971895852114,0.0168747711134985,0.434910104365889,-0.00737977213673962,0.0168810175669325,0.510188014726123,-0.0211332344996114,0.0249364781231725,0.300394901043663,0.300394901043663,3
g281,Gene81,0.021116938,0.0026812498,0.029195888,0.07786046,0.012737814,0.014657569,0.016532347,0.020118373,0.0196373209784635,0.017226147149586,0.217913862574546,0.0118355460823198,0.0174317910749175,0.337671167578474,0.0231134549050128,0.0198566305159344,0.210402230419279,0.0466194007621714,0.025527318727294,0.041126299903237,0.041126299903237,3
g282,Gene82,-0.011560796,-0.048100427,-0.05820492,0.051465716,0.011460221,0.014087867,0.016211167,0.020694973,-0.0140267765598422,0.0170104585550249,0.218148689876349,-0.0354868294468396,0.0184532021149837,0.0413309766285307,-0.0388582744005082,0.0203212334600673,0.0414131895227892,0.010693748786478,0.0236221552778803,0.333350407683104,0.0413309766285307,1
g283,Gene83,0.09846722,0.12905864,0.0706376,0.06540001,0.011868675,0.013516965,0.016178297,0.020714285,0.0928406486794023,0.0164485398753994,2.86283722839901e-08,0.109630634390532,0.0178779750174699,4.00307694356445e-11,0.0782380358635161,0.0196474506955383,4.85875816826193e-05,0.0774855620242529,0.022327675369269,0.000402192370959999,4.00307694356445e-11,1
g284,Gene84,-0.004650366,-0.027510073,-0.03815024,0.028607499,0.012305767,0.015009119,0.017525317,0.021980442,-0.00621918279665642,0.0148832528821173,0.464517535322365,-0.014909608498052,0.0176673196158808,0.332504275943416,-0.017562857473301,0.0198940798715675,0.319758051697149,0.00269332204621376,0.0220492104060319,0.568231047254919,0.319758051697149,2
g285,Gene85,0.049454663,0.04499942,0.06025479,0.05092997,0.011699537,0.01409348,0.016092323,0.019866614,0.04809463598681,0.0153147645508106,0.001854448212719,0.0462363635132935,0.0159119111537764,0.00397091924023368,0.0516963367344122,0.0171788535651566,0.0021276571566406,0.0479348925922385,0.0189396293664329,0.0101804019783769,0.001854448212719,0
g286,Gene86,0.025627181,0.0048632203,0.04722622,0.08618534,0.011506373,0.013117972,0.014984378,0.020650208,0.0271770636020188,0.0171169261250723,0.083287801645104,0.0158286236369297,0.0173603089000331,0.208433087568986,0.0382872660891604,0.0194001486904669,0.0510264574176965,0.0531256151544117,0.0237426937233695,0.0110779715648975,0.0110779715648975,3
g287,Gene87,-0.017800806,0.04373861,0.07591632,0.0366123,0.012239713,0.014604267,0.017314075,0.02169738,-0.00100701671389332,0.0177109710746221,0.476708556224603,0.0367979950217978,0.0185084126833627,0.0280833832856101,0.0517345740950426,0.0212437997200498,0.0128813121722536,0.0310303748418247,0.0230256743740113,0.0910611230825428,0.0128813121722536,2
g288,Gene88,-0.0054350537,-0.050803587,-0.047061395,0.026880959,0.0099950675,0.01309434,0.0154361185,0.020701244,-0.0113908733366868,0.0170606693153402,0.266582249494008,-0.0376255735124105,0.0180637377477038,0.0337938198940617,-0.0337815659093469,0.0192187391978278,0.0519676455387048,-0.00145261463477723,0.0228499239304551,0.477541598841816,0.0337938198940617,1
g289,Gene89,-0.007920476,9.4827265e-05,0.005220059,-0.009550549,0.010984004,0.013322166,0.015494043,0.020280596,-0.00240902776857383,0.0112136655028029,0.686644121277098,-0.000681291523815164,0.0109277863108394,0.725892446417113,0.000244989494172461,0.0119821481234504,0.745852106874669,-0.00309174111534348,0.0165556236971727,0.638356425450593,0.638356425450593,3
g29,Gene29,-0.028033515,0.005858638,-0.002001793,0.009075488,0.011294866,0.013948203,0.016212465,0.020822441,-0.0106260058364844,0.0157366731413353,0.465670233917182,9.53015522904251e-06,0.013450419054116,0.670670215942413,-0.00249024789988988,0.0145571099214115,0.617938237173973,0.00026757186563264,0.0185204347319418,0.631424759967436,0.465670233917182,0
