gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,lfsr_d0,postmean_d1,lfsr_d1,postmean_d2,lfsr_d2,postmean_d3,lfsr_d3,lfsr_min,best_day
Gene58,0.12986109,0.615312,0.2907633,-1.0281225,0.018611234,0.03523846,0.046196252,0.057343684,0.129390803604937,1.65102570350422e-12,0.614135352296654,1.29883557770876e-68,0.283530368185136,3.16351775860286e-10,-1.01401372194088,0,0,3
Gene59,0.022720758,0.034507688,-0.49944824,-0.0005635695,0.018196343,0.033294745,0.049071472,0.059550878,0.000560573132486161,0.977984645399289,0.00080821421197597,0.979367391617624,-0.49662350260338,0,-0.00012645629133113,0.986849730978646,0,2
Gene6,0.16766277,-0.13788135,0.22791784,-0.21779492,0.020823304,0.03695244,0.048870012,0.061732896,0.166913168739201,4.7120751191701e-16,-0.136119816227985,0.000108057060727029,0.220850715245823,2.55678641372388e-06,-0.211001395430371,0.000272185523573332,4.7120751191701e-16,0
Gene60,0.3639402,-0.35962003,-0.42769355,-0.38585314,0.021280145,0.041253585,0.05344814,0.06362438,0.362686155668809,9.49623414699371e-66,-0.35844499502236,1.11022302462516e-16,-0.424649762708624,4.44089209850063e-16,-0.382743098186027,5.74181036050447e-10,9.49623414699371e-66,0
Gene61,0.331128,-0.289657,-0.38472107,-0.32779172,0.021814106,0.03990053,0.0502865,0.058975205,0.329881399127253,3.14955582648301e-52,-0.288969295317228,1.69975145070111e-13,-0.381859528039882,8.43769498715119e-15,-0.325705088100464,1.20323768726394e-08,3.14955582648301e-52,0
Gene62,-0.0015786529,-0.66486424,-0.022570008,0.33960342,0.019044118,0.03875485,0.052329406,0.065923005,-0.00139798705869608,0.470741029889347,-0.659821357049312,0,-0.0244509073448041,0.318189009289059,0.334194822451961,0.000124246526257336,0,1
Gene63,0.06543921,0.08743087,-0.38134342,0.09120049,0.017992778,0.034494035,0.048087895,0.06146573,0.065134669996119,0.00237011069342765,0.0853661054921222,0.00861418306983869,-0.373204611306225,5.55111512312578e-15,0.0849832561045819,0.0826020725853911,5.55111512312578e-15,2
Gene64,0.04446774,0.09710369,0.07605723,-0.7080728,0.01917416,0.033786394,0.047916457,0.059727464,0.0433231549100501,0.0352908658509586,0.0946962810367942,0.0273835228618483,0.0687348225491938,0.0924138072306344,-0.693687013328244,1.11022302462516e-16,1.11022302462516e-16,3
Gene65,0.10327839,-0.45771712,-0.93977267,0.5958353,0.019082662,0.039622433,0.05255167,0.07012102,0.103223048593307,3.02206267143812e-08,-0.458014837366261,0,-0.922698477038964,0,0.574944326145626,8.17923364124164e-17,0,1
Gene66,-0.035276838,-0.021996211,-0.05366071,0.7606371,0.017916905,0.033565648,0.048386574,0.06259753,-0.00514786672548069,0.857873723078074,-0.00327199689265799,0.890938955616942,-0.00695636554620799,0.877611850561652,0.748678539834423,1.31910363638297e-31,1.31910363638297e-31,3
Gene67,-0.13701943,0.09322833,0.37986735,-0.39256078,0.019612044,0.03498664,0.046264846,0.057703182,-0.136504894701021,1.53299595240242e-12,0.0939269082987383,0.00353829849904476,0.371859653793746,2.62511673320934e-16,-0.38122384874448,1.28095312135201e-11,2.62511673320934e-16,2
Gene68,0.0261706,0.057282478,0.059013385,0.028961234,0.018009854,0.033075817,0.04557652,0.05523578,0.0317659986062679,0.061262692713259,0.0332994649328966,0.0380156301102033,0.0331923130595841,0.0419808631029073,0.0319959871237732,0.0571604784303377,0.0380156301102033,1
Gene69,-0.26840508,-0.4110274,-0.06058999,0.4028425,0.018591857,0.035505574,0.04751951,0.058444325,-0.26729071861725,0,-0.408172004300507,0,-0.058706719907047,0.106096475212886,0.396338035661353,3.95850598184008e-12,0,0
Gene7,-0.17368571,0.46318844,0.2271957,-0.54117996,0.01758623,0.033501834,0.045854647,0.056354057,-0.173147701400958,0,0.461788127645319,9.89174457841768e-44,0.222892690388059,4.66079831656615e-07,-0.530693927014817,0,0,0
Gene70,0.21106386,-0.9589875,-0.16520117,-0.14586948,0.017999837,0.04157825,0.05598965,0.06762052,0.210760704925044,2.49502838912494e-31,-0.950864643508119,0,-0.170899970912102,0.00100839048998491,-0.142848864953743,0.0165667842859951,0,1
Gene71,0.023818867,0.007361666,-0.29994357,-0.0006771995,0.017522216,0.03546683,0.048590764,0.058164753,0.000685470705212341,0.973726424038641,0.000178646560333863,0.983613351144999,-0.298247198476021,1.76716219435491e-08,-0.000103977327705976,0.984895364671705,1.76716219435491e-08,2
Gene72,-0.29220077,0.25343794,0.2342458,-0.7090392,0.02105695,0.036492024,0.04792882,0.058855973,-0.29076743111337,0,0.25346122015372,1.66501355124174e-12,0.227827417105005,8.0986559391089e-07,-0.693770797434501,0,0,0
Gene73,0.3204329,-0.30858806,-1.0900148,-0.3689026,0.021157678,0.039198328,0.053301778,0.0630994,0.319803095552444,3.94673000807849e-52,-0.310465519090095,9.99200722162641e-16,-1.07365827339566,1.11022302462516e-16,-0.372773645351864,1.18340837129693e-09,3.94673000807849e-52,0
