gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3,postmean_d0,lfsr_d0,postmean_d1,lfsr_d1,postmean_d2,lfsr_d2,postmean_d3,lfsr_d3,lfsr_min,best_day
Gene1,0.0019858205,-0.010165218,-0.03350876,-0.0008523518,0.017343987,0.03338489,0.04757243,0.05870712,-0.000352239487510617,0.937562724261174,-0.000524315559135889,0.927245207312115,-0.00145946804348188,0.9125303608387,-0.000367592567035037,0.928903030660977,0.9125303608387,2
Gene10,0.032442823,0.19861932,-0.55357105,0.01048233,0.016607815,0.031887107,0.048131444,0.059789006,0.0323942687132671,0.0254689329822574,0.197528463102737,1.14978291946546e-07,-0.546697922662196,0,0.0102829956494248,0.431071856512531,0,2
Gene100,0.064966366,0.060790304,0.043883666,0.03253641,0.017666522,0.03422505,0.045550928,0.059624117,0.0572622132961526,0.00229450870409415,0.0572531642091515,0.0022899611431702,0.057169334744341,0.00297985355028939,0.0571150927384481,0.00358790695150976,0.0022899611431702,1
Gene11,-0.2797828,0.47036472,1.01977,0.4719898,0.020797415,0.039639775,0.051540717,0.060562838,-0.279237009005176,0,0.467048717673697,1.46974589011067e-32,1.00767598227781,2.27496293442175e-86,0.464296396076495,5.4088966720556e-15,0,0
Gene12,-0.167023,0.24669945,-0.6010754,0.3172375,0.018964851,0.037064444,0.050579786,0.065550305,-0.166715076116879,0,0.244972111051276,1.65103182852147e-11,-0.593289483872387,0,0.310401627609075,8.48607551805118e-07,0,0
Gene13,0.0026715815,-0.058804736,0.494097,0.8378604,0.0187818,0.03929649,0.053046703,0.06565934,0.00266709538507084,0.44349118001574,-0.0583750591204278,0.0679862273613794,0.487559754071653,8.71427010147631e-18,0.821002375354246,9.13416871878543e-34,9.13416871878543e-34,3
Gene14,0.30359495,-0.19142984,-0.24339801,0.53402174,0.019876147,0.038017344,0.049588356,0.060964584,0.302967613106763,7.24505506775266e-53,-0.189991423732504,2.63414538959061e-07,-0.240304385267187,5.39073727434669e-07,0.523835742804033,2.12281397557001e-18,7.24505506775266e-53,0
Gene15,0.3668275,-0.32845852,0.35749862,0.01568106,0.021546643,0.03887957,0.05501991,0.067548215,0.365912459028135,3.89462095091487e-65,-0.325807393214959,0,0.351771540134993,5.8061632997232e-11,0.0153058049346463,0.409298558943294,0,1
Gene16,-0.035675637,0.11439243,-0.66203684,0.6866811,0.016816871,0.035371866,0.052250847,0.066424064,-0.0356274450883784,0.0170036155749861,0.113712138608663,0.00063128657617457,-0.653509358953438,0,0.672506233542131,2.8811776872311e-24,0,2
Gene17,0.018363997,-0.6721879,0.010940563,-0.8959957,0.01804589,0.036564887,0.05042816,0.059898376,0.0183364961677262,0.154608733866018,-0.668074944972621,0,0.010813959312746,0.414612995605677,-0.881438913979902,0,0,1
