guide,gene,betahat_d0,betahat_d1,betahat_d2,betahat_d3,se_d0,se_d1,se_d2,se_d3
g314,Gene14,0.53043956,0.54427415,0.5756415,0.52690905,0.021379817,0.027753117,0.034576956,0.041832067
g315,Gene15,-0.19798474,-0.7312703,0.48027995,-0.6799776,0.020577658,0.031300046,0.045417346,0.05719403
g316,Gene16,-0.2110558,-0.2411603,-0.22327627,0.4327124,0.020995112,0.027270742,0.03554771,0.04731518
g317,Gene17,0.16104071,0.080172345,0.049486466,0.1007872,0.019493667,0.026908724,0.035160195,0.042757917
g318,Gene18,0.50848526,0.5657798,1.2334654,0.47696942,0.020952128,0.027999153,0.036442984,0.045564953
g319,Gene19,0.24126448,0.1628255,0.20287262,0.21286324,0.020783564,0.028658152,0.036825843,0.04540529
g32,Gene32,0.18061624,0.18023783,0.23538375,0.64172053,0.021595959,0.027693154,0.03367546,0.042715594
g320,Gene20,0.17642596,0.18678814,0.22276594,0.19075198,0.020080658,0.027408015,0.035186827,0.044796
g321,Gene21,0.19775304,0.23473784,0.20538928,0.19883746,0.019900842,0.026586363,0.03397559,0.04078663
g322,Gene22,0.09351032,0.51274467,0.09951411,0.020204615,0.020931533,0.030144865,0.039181992,0.04651385
g323,Gene23,-0.23364317,0.24964897,0.37085307,0.32606065,0.021876065,0.032029375,0.0390379,0.04591327
g324,Gene24,0.07782494,0.056266107,0.117889844,0.104183055,0.020689346,0.029188598,0.03774258,0.045231074
g325,Gene25,0.15368243,0.2110261,0.17358868,0.17362456,0.021517651,0.02910696,0.036440827,0.042362984
g326,Gene26,0.2541927,0.2525083,0.26463485,0.30484235,0.019840943,0.026594691,0.03362605,0.04154201
g327,Gene27,-0.04284905,-0.04029802,-0.013025146,-0.083780654,0.020555964,0.026707768,0.034781743,0.042816494
g328,Gene28,0.03198765,0.026567066,0.044273973,0.047918882,0.021247275,0.028873954,0.036596652,0.044338528
g329,Gene29,-0.19011356,-0.20161301,-0.17574039,-0.21597931,0.02058726,0.027868768,0.034364425,0.04321271
g33,Gene33,-0.3163214,-0.29111862,-0.32058454,-0.36454082,0.020783678,0.0280732,0.0356321,0.042416327
g330,Gene30,-0.043989528,-0.0402394,-0.013427591,-0.044649072,0.021357162,0.029318403,0.036813065,0.04547185
g331,Gene31,-0.18828101,-0.18355885,-0.18046618,-0.15606885,0.020639064,0.028217662,0.03570751,0.043784384
g332,Gene32,-0.051579602,-0.05195809,0.0031878958,0.4095243,0.019886684,0.026804183,0.033838686,0.043075297
g333,Gene33,0.07479913,0.10000208,0.07053628,0.026580174,0.01927433,0.026210895,0.033917557,0.040658154
g334,Gene34,-0.18507786,-0.20963806,-0.6482974,-0.1883373,0.021428732,0.027753254,0.036702886,0.046002995
g335,Gene35,0.10316371,0.09629024,0.1034991,0.08715154,0.020899348,0.028332569,0.034294795,0.042724542
g336,Gene36,0.2497225,0.27115017,0.22336735,-0.010311973,0.019268157,0.026078133,0.034646206,0.04113826
g337,Gene37,-0.19041693,0.10456693,-0.24992865,-0.2576992,0.019580962,0.028522352,0.037668366,0.04220372
g338,Gene38,0.09400852,0.053560775,0.01205055,0.06537332,0.019744573,0.027135685,0.034254633,0.041805413
g339,Gene39,0.025437878,0.06865714,0.09454645,0.064443,0.019261433,0.028395467,0.03783032,0.044421453
g34,Gene34,0.3389666,0.31440642,-0.124253,0.3357073,0.01973682,0.027288703,0.0364698,0.046293058
g340,Gene40,0.21177208,0.19664802,0.18805973,0.22303252,0.02091322,0.028649956,0.03515796,0.043027103
g341,Gene41,0.24975824,0.31714556,0.34682053,0.33034137,0.019305652,0.028099438,0.03531556,0.044190645
g342,Gene42,0.20765065,0.22406071,0.2289024,0.22399923,0.020138185,0.027664965,0.036052555,0.04428145
g343,Gene43,-0.18681854,-0.21996196,-0.16683881,-0.21348874,0.020718457,0.027212383,0.03405447,0.040392715
g344,Gene44,0.11291482,0.121702045,0.34658995,0.11699493,0.01950421,0.02726838,0.034791067,0.042604763
g345,Gene45,-0.36554894,-0.34526432,-0.3629893,-0.35993224,0.022259966,0.028311247,0.034857813,0.040975474
g346,Gene46,-0.14724752,-0.89903086,-0.1512495,-0.09337432,0.022751415,0.035808675,0.043245513,0.050432954
g347,Gene47,-0.1120927,0.3110549,-0.13150647,-0.15025075,0.01985455,0.028589053,0.0382278,0.045754932
g348,Gene48,0.044035267,0.0186038,0.0014853919,0.04014233,0.021806125,0.028953377,0.035511807,0.043434657
g349,Gene49,0.24648601,-0.0090147145,-0.058676872,-0.06649172,0.02057575,0.028791167,0.036099344,0.042974997
g35,Gene35,0.13245751,0.12558404,0.13279282,0.11644534,0.020896317,0.028211756,0.034529235,0.043088358
g350,Gene50,-0.18449825,-0.17991282,-0.1390517,-0.17075501,0.020063492,0.02704442,0.034323864,0.043568455
g351,Gene51,-0.08217046,-0.14387183,-0.9432145,-0.07281043,0.020708041,0.028489323,0.03995816,0.04979265
g352,Gene52,-0.18607825,0.33321702,-0.29342863,0.25550863,0.021443075,0.031607177,0.04359491,0.05262158
g353,Gene53,0.2926179,0.33475843,0.32020167,0.35425308,0.021145286,0.02753691,0.037615802,0.044802632
g354,Gene54,0.047758933,0.0014328564,-0.015331893,-0.011059394,0.021224925,0.028476922,0.034776285,0.04185062
g355,Gene55,0.12778139,0.108460315,0.063331656,0.08737285,0.020574175,0.027845833,0.034553893,0.043815702
g356,Gene56,0.025377661,0.06707762,0.045920733,0.026988046,0.019255169,0.027171109,0.035775755,0.043719884
g357,Gene57,0.025167922,-0.009279864,0.003300978,0.0029344163,0.019254358,0.02719988,0.033730805,0.041691534
g358,Gene58,-0.046865586,-0.054383937,-0.062669344,-0.0508146,0.021595608,0.02801536,0.035260644,0.0433231
g359,Gene59,0.41012594,0.40399083,0.45085758,0.45448706,0.020029072,0.026680276,0.03483215,0.04307219
g36,Gene36,-0.09886364,-0.07743584,-0.12521885,-0.35889798,0.020617235,0.02743948,0.035359304,0.041716468
g360,Gene60,-0.6564866,-0.20168011,-0.10959451,-0.12344126,0.02356522,0.0310169,0.03800866,0.045419075
g361,Gene61,-0.14731532,-0.14397147,-0.17639719,-0.178532,0.02062142,0.027880767,0.034913342,0.041503116
g362,Gene62,0.064001955,0.014220651,0.08333483,0.093626976,0.01997727,0.027976071,0.03634726,0.0441597
g363,Gene63,0.44365662,0.16257942,0.20489532,0.19303949,0.021860711,0.030072136,0.037759244,0.045414004
g364,Gene64,-0.100293495,-0.05985689,-0.120291285,-0.08815839,0.021304896,0.027935974,0.034666,0.042964816
g365,Gene65,-0.039922956,-0.014690967,-0.010014453,-0.038601045,0.020012002,0.027235948,0.03410962,0.041796103
g366,Gene66,-0.10338101,-0.096824065,-0.08010641,-0.055729613,0.021592146,0.028079906,0.036008414,0.042321086
g367,Gene67,0.030499136,0.020365393,0.026670717,0.052311514,0.020461667,0.027837267,0.0351842,0.042411413
g368,Gene68,-0.9182082,-0.31820652,-0.21067208,-0.18295996,0.024725297,0.034514256,0.039895795,0.048089758
g369,Gene69,-0.24731937,-0.26364908,-0.20746897,-0.24890862,0.019706585,0.027769996,0.035158698,0.042756874
g37,Gene37,0.12276342,0.41774708,0.06325159,0.055481132,0.01994485,0.028340008,0.03733397,0.04227942
g370,Gene70,-0.088799186,-0.6396131,-0.08588229,-0.011167167,0.02019159,0.030686745,0.03942947,0.04698682
g371,Gene71,0.22287093,0.18287344,-0.4650582,1.0612744,0.021963194,0.030468756,0.041142914,0.057583217
g372,Gene72,0.52613115,0.15302233,0.024168614,0.046118885,0.024720116,0.0315684,0.038563196,0.04654629
g373,Gene73,-0.29672077,-0.2872187,-0.25364453,-0.29148284,0.021235427,0.028863663,0.03558421,0.042762794
g374,Gene74,-0.1443849,-0.73335737,-0.024525002,-0.017807733,0.022127204,0.03324225,0.041973118,0.048379708
g375,Gene75,-0.042772718,-0.120089084,-1.021237,0.13230613,0.02023336,0.028034776,0.042434257,0.05770813
g376,Gene76,0.036304876,0.021481663,-0.06323306,-0.004989581,0.0204759,0.02781143,0.036676455,0.0448855
g377,Gene77,0.05184742,0.028314164,0.039377533,0.027037159,0.018966585,0.025235238,0.033154175,0.041587062
g378,Gene78,0.24899639,0.25030392,0.23086676,0.2393673,0.020977173,0.02751671,0.03611879,0.044031378
g379,Gene79,0.7356447,0.24267444,0.13889486,0.80977166,0.027301634,0.035681512,0.04384987,0.05334056
g38,Gene38,-0.16234402,-0.20279188,-0.24430218,-0.19097929,0.019813867,0.027250336,0.03417497,0.041385185
g380,Gene80,-0.29483995,-0.23763554,-0.27815858,-0.27555415,0.020976923,0.02799273,0.033681035,0.041456617
g381,Gene81,0.05885111,0.08489039,0.08940407,0.078693174,0.019853206,0.026819084,0.034053985,0.04163137
g382,Gene82,0.23856266,0.2555146,0.26093042,0.29411718,0.022547755,0.028470185,0.036575396,0.04552424
g383,Gene83,0.21521738,0.26147294,0.2921348,0.25728586,0.020897549,0.026789963,0.035117343,0.04395906
g384,Gene84,0.10893605,0.41752023,0.0858689,0.040064912,0.022151902,0.03172792,0.039867096,0.047126792
g385,Gene85,0.502356,0.496592,0.46083432,0.4792574,0.022870956,0.029412204,0.035612263,0.043094758
g386,Gene86,0.34208214,0.3452611,0.32659376,0.36112556,0.020217298,0.025974123,0.032767866,0.044166733
g387,Gene87,-0.08498945,-0.124315925,-0.09520552,-0.071744315,0.021140318,0.028710006,0.034615852,0.041890986
g388,Gene88,0.07211463,0.07343782,0.07416933,0.07882795,0.019310039,0.027245894,0.03444209,0.04382529
g389,Gene89,-0.14303118,-0.09617448,-0.11679916,-0.15207109,0.020287955,0.02864602,0.035421498,0.04293165
g39,Gene39,-0.31377456,-0.27055484,-0.24466561,-0.2747691,0.02052957,0.028471546,0.03794618,0.044729486
g390,Gene90,-0.087733015,-0.032089636,-0.07065483,-0.073776856,0.02209059,0.029216865,0.03485959,0.041564994
g391,Gene91,-0.51093626,-0.5399032,-0.53903276,-0.5664439,0.02073353,0.027552204,0.034420382,0.043725938
g392,Gene92,0.39547187,0.42558783,1.0969696,0.41931328,0.021516114,0.02962074,0.037961833,0.0487991
g393,Gene93,0.06235825,0.10177549,0.06780661,0.061165757,0.019703891,0.026011553,0.033982232,0.0415444
g394,Gene94,0.021727085,0.028035788,-0.00046429728,0.0178309,0.020785872,0.028601492,0.03531381,0.041981764
g395,Gene95,-0.4267831,-0.39348522,-0.33948117,-0.39963308,0.02327641,0.02946736,0.036260534,0.04360089
g396,Gene96,0.26240942,0.21886563,-0.7208246,0.18178406,0.020847177,0.028560087,0.040703163,0.052173812
g397,Gene97,0.1541916,0.15667368,0.18576767,0.1790371,0.020685732,0.028128007,0.034867533,0.042423394
g398,Gene98,0.46585017,0.55132455,0.50947106,0.5092282,0.020333925,0.028303772,0.033941083,0.04114732
g399,Gene99,0.15995759,0.20826972,0.21209267,0.23771414,0.02012503,0.028287992,0.035751745,0.04405851
g4,Gene4,-0.2683172,-0.2724593,-0.24474582,-0.2773621,0.020999655,0.028565565,0.035483543,0.0423668
g40,Gene40,-0.026086038,-0.04121007,-0.04979837,-0.014825632,0.020202383,0.028742936,0.03552282,0.043365113
g400,Gene100,0.0673057,0.0067597902,0.076586075,0.07585932,0.019843945,0.027810719,0.034808345,0.04287277
g401,Gene1,-0.23553844,-0.22434784,-0.23165588,-0.2023369,0.019702855,0.027383205,0.03577634,0.045399
g402,Gene2,0.19039017,0.22999828,0.8216687,0.23690253,0.01880852,0.026181005,0.034733515,0.04300668
g403,Gene3,-0.16177185,-0.5332574,-0.14392601,0.68535,0.021625463,0.0310164,0.039312325,0.051737353
g404,Gene4,-0.0015679833,-0.0057098824,0.022003487,-0.010612664,0.01950164,0.026742725,0.034910657,0.04233487
g405,Gene5,0.010829152,-0.009389393,-0.005810323,-0.029178968,0.023106147,0.03097282,0.040044643,0.04782065
g406,Gene6,0.22689685,0.18794398,0.18294956,0.23155423,0.021330656,0.028924417,0.03708319,0.04449777
g407,Gene7,-0.09614128,-0.08433722,-0.0733438,-0.49718708,0.019807111,0.026496433,0.03267101,0.039777923
g408,Gene8,0.262924,0.21973029,0.2183423,0.26682696,0.020638743,0.030154139,0.037999645,0.04537203
g409,Gene9,0.10233574,-0.09216376,-0.19473897,-0.09198864,0.01993322,0.027942881,0.0367697,0.044153206
g41,Gene41,-0.071803525,-0.00441642,0.025258658,0.008779218,0.020999176,0.028691983,0.0354297,0.044386033
g410,Gene10,0.84502566,0.22950919,0.001717534,0.1302326,0.025813155,0.034634363,0.04283263,0.051031716
g411,Gene11,-0.7027199,-0.03304243,0.072494976,0.051651474,0.024182942,0.034813974,0.040587213,0.04773506
g412,Gene12,-0.054887485,-0.08255335,-0.046822086,-0.09322898,0.020498628,0.028176185,0.035179216,0.043118864
g413,Gene13,-0.006266964,-0.02539033,-0.029278893,-0.03750328,0.019616736,0.02753099,0.03418316,0.043207888
g414,Gene14,0.038709093,0.05254391,0.08391116,0.03517839,0.019304631,0.02673406,0.033895556,0.041332487
g415,Gene15,0.23519422,-0.29809034,0.91345984,-0.24679898,0.020798566,0.031063294,0.046021,0.05770173
g416,Gene16,0.17265303,0.14254828,0.16043243,0.8164208,0.020974617,0.027436743,0.036106914,0.048610542
g417,Gene17,0.10878737,0.027919132,-0.0027667463,0.048534065,0.021082725,0.02886386,0.03686245,0.043970287
g418,Gene18,0.26817107,0.32546538,0.9931501,0.23665516,0.02229632,0.029307764,0.03796671,0.047306832
g419,Gene19,-0.34971678,-0.42815587,-0.38810882,-0.37811804,0.021279903,0.029390486,0.036453273,0.044444162
g42,Gene42,-0.40881684,-0.3924067,-0.38756463,-0.39246827,0.02088953,0.028027022,0.036369648,0.04390761
g420,Gene20,-0.21906349,-0.2087013,-0.17272353,-0.20473771,0.020507487,0.029104102,0.03658408,0.045672055
g421,Gene21,0.2268151,0.26380002,0.23445158,0.22789949,0.020433338,0.02706548,0.034124907,0.04091744
g422,Gene22,0.27303696,0.6922714,0.27904096,0.19973111,0.021174101,0.03166923,0.040520728,0.047424097
g423,Gene23,-0.5352865,-0.051994175,0.06920952,0.024417495,0.022616386,0.032691907,0.038874544,0.04616664
g424,Gene24,-0.02037287,-0.04193177,0.019692032,0.0059852493,0.020669928,0.028334845,0.036989726,0.04378243
g425,Gene25,-0.032984424,0.024359269,-0.013078033,-0.013042113,0.020376815,0.027957357,0.035501078,0.04147409
g426,Gene26,0.2665254,0.2648411,0.27696714,0.31717545,0.019966636,0.026617447,0.034439865,0.041941654
g427,Gene27,0.29492784,0.297479,0.32475168,0.2539962,0.021579977,0.02770073,0.034733992,0.04240408
g428,Gene28,-0.06947849,-0.07489909,-0.05719218,-0.053547215,0.021156441,0.02854741,0.03584837,0.04366897
g429,Gene29,-0.16319256,-0.17469168,-0.14881945,-0.18905833,0.022441497,0.029768443,0.03645242,0.04491709
g43,Gene43,-0.07095494,-0.104098275,-0.050975237,-0.09762515,0.020579923,0.026891712,0.03409339,0.04001877
g430,Gene30,-0.23831943,-0.23456912,-0.20775728,-0.23897885,0.019875193,0.028021904,0.035696227,0.044012673
g431,Gene31,-0.032945696,-0.028223552,-0.02513068,-0.0007333554,0.020509375,0.027672466,0.034880165,0.043182507
g432,Gene32,0.060069855,0.059691366,0.114837386,0.5211734,0.02181052,0.028343698,0.03509347,0.044228
g433,Gene33,0.40373677,0.42894,0.39947385,0.35551804,0.020587718,0.02788177,0.035036042,0.04203328
g434,Gene34,0.56605667,0.5414968,0.10283699,0.56279826,0.021494018,0.028039398,0.037025962,0.04637033
g435,Gene35,-0.017273877,-0.02414729,-0.016938455,-0.03328597,0.019742655,0.027803522,0.034672417,0.043970246
g436,Gene36,-0.03053351,-0.009105744,-0.056888655,-0.29056787,0.019739218,0.02615508,0.033782862,0.040657178
g437,Gene37,0.010483813,0.30546743,-0.04902804,-0.05679851,0.0208322,0.028912304,0.037436277,0.042611543
g438,Gene38,0.37728578,0.33683845,0.29532817,0.34865093,0.02001741,0.02687916,0.034162786,0.040933464
g439,Gene39,0.04489162,0.08811098,0.11400027,0.08389672,0.021033943,0.029666739,0.038223673,0.045034893
g44,Gene44,0.27346018,0.2822474,0.5071348,0.27754003,0.019079093,0.026694221,0.033779506,0.041558117
g440,Gene40,0.08876952,0.0736454,0.065057084,0.10002985,0.022786798,0.030392608,0.036846124,0.04466604
g441,Gene41,-0.10747633,-0.040089224,-0.010414137,-0.026893588,0.02002024,0.028570147,0.036052942,0.045394104
g442,Gene42,0.32621974,0.34263006,0.34747145,0.34256878,0.020693142,0.027887736,0.03624623,0.044184223
g443,Gene43,0.13790038,0.10475705,0.1578802,0.11123027,0.02003877,0.02646651,0.033882976,0.03973159
g444,Gene44,0.050389696,0.059176933,0.28406456,0.054469816,0.01994098,0.027808458,0.034087773,0.04201801
g445,Gene45,-0.18065979,-0.1603748,-0.17810003,-0.17504296,0.020449845,0.027988825,0.034609187,0.04082572
g446,Gene46,0.078709394,-0.6730735,0.074707426,0.13258259,0.020517198,0.034136705,0.04242686,0.050012287
g447,Gene47,0.10203145,0.52517945,0.08261773,0.063873366,0.02017678,0.029503739,0.038633004,0.046171024
g448,Gene48,0.027575174,0.0021437749,-0.014974631,0.023682328,0.020594826,0.0278754,0.035257503,0.04291312
g449,Gene49,0.32095602,0.06545548,0.015793301,0.007978422,0.019966265,0.027933182,0.034744307,0.04222814
g45,Gene45,-0.17918536,-0.15890057,-0.17662567,-0.17356844,0.01924332,0.026491625,0.033431172,0.03946345
g450,Gene50,-0.03297269,-0.028387206,0.012473736,-0.019229503,0.019178063,0.026103841,0.033675406,0.042726852
g451,Gene51,0.6330173,0.57131594,-0.22802584,0.6423772,0.022603696,0.029141951,0.040616315,0.050427247
g452,Gene52,0.2786758,0.7979712,0.17132542,0.72026247,0.022559378,0.032687943,0.044885986,0.053662833
g453,Gene53,0.20271759,0.24485843,0.2303013,0.26435295,0.02116039,0.028703894,0.0382315,0.045568563
g454,Gene54,0.4891258,0.44279957,0.42603478,0.4303072,0.019871434,0.027016602,0.034343623,0.041559394
g455,Gene55,0.19524246,0.17592153,0.13079283,0.15483396,0.020980963,0.026628314,0.033397306,0.042732053
g456,Gene56,0.13502063,0.17672072,0.15556368,0.13663098,0.018249683,0.026705328,0.034530066,0.042213038
g457,Gene57,-0.17522724,-0.20967507,-0.19709434,-0.1974608,0.020028586,0.027695635,0.034393143,0.041539527
g458,Gene58,-0.09198257,-0.0995009,-0.10778628,-0.095931545,0.021005468,0.027166462,0.033903208,0.042848233
g459,Gene59,-0.17935519,-0.18549028,-0.13862392,-0.13499424,0.02010469,0.026051125,0.033685867,0.043120477
g46,Gene46,-0.110459656,-0.8622438,-0.11446164,-0.056586493,0.021346455,0.035069916,0.042949542,0.050777674
g460,Gene60,-0.54679656,-0.09198937,9.610441e-05,-0.013750597,0.023457466,0.031186642,0.038570836,0.045281544
g461,Gene61,0.32887548,0.3322192,0.2997934,0.29765844,0.01991558,0.027819186,0.034077093,0.041282356
g462,Gene62,0.031673655,-0.018107671,0.051006522,0.061298642,0.020457247,0.027759094,0.036786407,0.044374414
g463,Gene63,0.48254842,0.20147152,0.24378751,0.23193146,0.02030707,0.028939206,0.036341485,0.04431869
g464,Gene64,0.10446167,0.14489831,0.08446401,0.11659694,0.020275453,0.027393734,0.034613803,0.042659577
g465,Gene65,0.14716972,0.17240135,0.17707802,0.1484915,0.020998359,0.027624467,0.03450003,0.042455856
g466,Gene66,0.21148232,0.21803932,0.234757,0.25913388,0.020862276,0.02767408,0.035882074,0.04248931
g467,Gene67,-0.23760879,-0.24774249,-0.24143714,-0.21579649,0.018995715,0.026357705,0.033547383,0.040933773
g468,Gene68,-0.9532085,-0.35320574,-0.24567166,-0.21795934,0.027107747,0.035896935,0.041424554,0.048971828
g469,Gene69,-0.2239972,-0.24032694,-0.18414706,-0.22558652,0.02058935,0.028211342,0.03580192,0.04349591
g47,Gene47,-0.012913712,0.4102337,-0.032327432,-0.051071834,0.01947583,0.028997153,0.038311932,0.04586688
g470,Gene70,-0.3560821,-0.90689677,-0.35316524,-0.27845004,0.019271016,0.030705666,0.039908003,0.04729888
g471,Gene71,-0.306705,-0.34670252,-0.9946341,0.53169817,0.021807509,0.030033825,0.03997602,0.057059243
g472,Gene72,0.7467406,0.3736314,0.24477778,0.26672798,0.02499637,0.03110993,0.03884365,0.04670082
g473,Gene73,0.06497671,0.074478924,0.108053096,0.07021478,0.020336518,0.027917145,0.03428958,0.042181313
g474,Gene74,-0.16587165,-0.7548442,-0.04601175,-0.039294448,0.021616766,0.03267293,0.04116145,0.048118748
g475,Gene75,0.3238717,0.24655527,-0.65459293,0.4989503,0.022667557,0.030098505,0.042849794,0.05782344
g476,Gene76,-0.27024293,-0.2850658,-0.3697806,-0.31153747,0.021645933,0.027975053,0.036598045,0.04518147
g477,Gene77,0.081211984,0.057678632,0.06874206,0.056401744,0.019215578,0.026733315,0.034202013,0.042913683
g478,Gene78,0.42512086,0.42642775,0.4069913,0.41549146,0.020584816,0.027729755,0.035834253,0.045210928
g479,Gene79,0.90501565,0.41204518,0.30826536,0.97914284,0.025602572,0.034328636,0.041983936,0.051956758
g48,Gene48,-0.10036478,-0.12579614,-0.1429146,-0.104257695,0.020140233,0.027656836,0.034471124,0.042428378
g480,Gene80,0.05528048,0.1124846,0.07196165,0.07456569,0.021099167,0.02767973,0.033305492,0.041486494
g481,Gene81,-0.029814554,-0.003775337,0.0007384126,-0.0099724615,0.021846658,0.028470358,0.035427097,0.04240051
g482,Gene82,-0.009096452,0.007855531,0.013271352,0.046458144,0.019933403,0.027045239,0.035700243,0.043847855
g483,Gene83,-0.36481327,-0.3185578,-0.287896,-0.3227447,0.020382505,0.025476668,0.033391558,0.041456725
g484,Gene84,0.112494126,0.42107797,0.089427084,0.0436231,0.021790268,0.03150107,0.03953743,0.047059596
g485,Gene85,-0.28316966,-0.28893393,-0.32469195,-0.3062684,0.021294124,0.028922241,0.035910938,0.043406133
g486,Gene86,-0.07466295,-0.07148393,-0.09015124,-0.05561933,0.020042887,0.026820088,0.033963762,0.044366173
g487,Gene87,0.08937412,0.050047606,0.07915801,0.10261915,0.019646022,0.0268973,0.034410395,0.041839793
g488,Gene88,0.34000772,0.3413311,0.3420623,0.34672114,0.019469662,0.02630444,0.033133656,0.04220843
g489,Gene89,0.31478572,0.36164245,0.34101784,0.30574563,0.02139616,0.029692648,0.03640259,0.044222545
g49,Gene49,0.45112076,0.19562024,0.1459582,0.13814326,0.021972269,0.03027139,0.037414685,0.044363663
g490,Gene90,0.271318,0.32696146,0.28839606,0.2852738,0.021127863,0.02834905,0.034963943,0.041227434
g491,Gene91,0.38059184,0.35162488,0.3524954,0.32508424,0.020272909,0.027049044,0.03373697,0.04340787
g492,Gene92,0.17460877,0.20472454,0.8761068,0.19845022,0.0212954,0.029334987,0.038913757,0.04951329
g493,Gene93,-0.27903253,-0.23961541,-0.27358416,-0.28022516,0.02104206,0.028524514,0.03555117,0.042739958
g494,Gene94,0.028266473,0.034575194,0.006075088,0.024370268,0.02052788,0.027976159,0.034586716,0.0418767
g495,Gene95,0.28577805,0.31907564,0.37308,0.31292805,0.020733234,0.027753169,0.034584235,0.04209278
g496,Gene96,0.03273947,-0.010804405,-0.95049465,-0.04788617,0.02061073,0.029027456,0.0404156,0.050905008
g497,Gene97,0.050863333,0.053345628,0.08243948,0.07570905,0.020293534,0.027921226,0.03555645,0.042843096
g498,Gene98,-0.025644677,0.059829436,0.017976243,0.017733125,0.019606404,0.027843237,0.034139615,0.04178127
g499,Gene99,0.1699206,0.21823283,0.22205557,0.2476771,0.021627292,0.029369857,0.03660858,0.04482592
g5,Gene5,0.08132423,0.061105736,0.06468479,0.041316148,0.021304615,0.029064609,0.038454015,0.04629759
g50,Gene50,0.18473491,0.18932042,0.23018155,0.1984781,0.020269759,0.026971629,0.034083333,0.043364327
g500,Gene100,0.08115535,0.020609427,0.090435684,0.089709066,0.020674314,0.027158309,0.03488587,0.043861426
g501,Gene1,-0.1401739,-0.12898335,-0.13629118,-0.106972165,0.020563198,0.028821321,0.036227044,0.045826443
g502,Gene2,0.36276168,0.40236968,0.9940398,0.40927354,0.022113157,0.028060427,0.036117315,0.04368734
g503,Gene3,-0.03501205,-0.40649727,-0.017166229,0.8121101,0.021277564,0.031258836,0.03929479,0.051522568
g504,Gene4,0.090288125,0.08614624,0.113859646,0.08124342,0.022299936,0.028285254,0.035378665,0.043190595
g505,Gene5,0.22351697,0.2032987,0.20687763,0.18350896,0.021157816,0.028806662,0.03770866,0.046256024
g506,Gene6,0.25398785,0.21503466,0.21004038,0.25864503,0.021983847,0.02888184,0.03709757,0.044374533
g507,Gene7,0.121435836,0.13323982,0.14423315,-0.27960977,0.0183307,0.024887303,0.03142487,0.03948332
g508,Gene8,0.1587613,0.11556771,0.11417959,0.16266425,0.02104336,0.03080205,0.03829728,0.045143776
g509,Gene9,0.05336147,-0.14113805,-0.2437131,-0.1409629,0.020448197,0.028969655,0.037178095,0.044227093
g51,Gene51,0.004986204,-0.056715246,-0.85605687,0.014346219,0.021647166,0.028924234,0.04058448,0.05035381
g510,Gene10,0.8328699,0.21735284,-0.010438635,0.118076295,0.026631663,0.03583907,0.043270305,0.051434834
g511,Gene11,-0.6339857,0.035691522,0.14122897,0.120385334,0.02402885,0.03572766,0.040828407,0.048196204
g512,Gene12,0.40270427,0.3750382,0.41076964,0.3643629,0.02253752,0.030099967,0.03657676,0.044608545
g513,Gene13,0.14371157,0.12458822,0.12069966,0.112475246,0.02101717,0.028283115,0.034912374,0.044372298
g514,Gene14,0.06124191,0.07507666,0.10644399,0.057711177,0.020091545,0.026044382,0.033769067,0.04152732
g515,Gene15,0.18950081,-0.34378392,0.8677657,-0.29249266,0.02057198,0.030803101,0.04573735,0.057858672
g516,Gene16,0.05997266,0.029868012,0.047752067,0.7037409,0.021023642,0.027999494,0.03584962,0.047386087
g517,Gene17,0.28120443,0.20033632,0.16965036,0.22095114,0.019662445,0.02778083,0.035341956,0.042892963
g518,Gene18,0.13563484,0.19292934,0.8606139,0.10411888,0.02010742,0.02768833,0.0367346,0.046602257
g519,Gene19,0.04628679,-0.032152053,0.007894948,0.017885497,0.01996051,0.028363718,0.036259715,0.044848014
g52,Gene52,-0.047666483,0.47162944,-0.15501705,0.39392045,0.02245895,0.032284427,0.044539366,0.053954054
g520,Gene20,0.17629927,0.18666174,0.22263956,0.19062543,0.019508732,0.026894208,0.034729972,0.04361371
g521,Gene21,-0.42172816,-0.3847431,-0.414092,-0.42064357,0.02049759,0.027563304,0.034542117,0.0411992
g522,Gene22,0.41940954,0.838644,0.4254133,0.34610403,0.020879684,0.03130149,0.04030718,0.04809953
g523,Gene23,-0.73354393,-0.25025117,-0.12904769,-0.17383966,0.024076927,0.033333678,0.04010642,0.047355138
g524,Gene24,-0.12414729,-0.14570619,-0.084082365,-0.097789034,0.020161238,0.029127961,0.03604153,0.04354625
g525,Gene25,0.1861061,0.24344978,0.2060124,0.20604834,0.020958921,0.02806463,0.035572894,0.04240015
g526,Gene26,0.17005418,0.1683699,0.18049623,0.22070399,0.019372487,0.026347188,0.034156293,0.042070813
g527,Gene27,0.033816632,0.03636769,0.06364056,-0.007114916,0.021870514,0.027509447,0.035077054,0.042154655
g528,Gene28,0.21005552,0.20463464,0.22234169,0.22598654,0.020477278,0.028580068,0.03636518,0.04420681
g529,Gene29,0.15332447,0.14182518,0.1676974,0.12745863,0.020228367,0.027600149,0.03437397,0.04292582
g53,Gene53,-0.24707374,-0.20493291,-0.21948977,-0.18543851,0.020227201,0.027646542,0.037954226,0.045287125
g530,Gene30,0.008604371,0.012354546,0.039166342,0.007944831,0.020678358,0.028931478,0.036802802,0.04494854
g531,Gene31,0.39121702,0.39593908,0.39903152,0.4234285,0.021657975,0.028204832,0.03473832,0.043245018
