gene,lfsr_min,best_day,postmean_bestday,n_guides,min_guide_lfsr_min,median_guide_lfsr_min,max_abs_postmean,hit_anyday
Gene47,0.0,0,-0.344423096552304,6,0.0,1.072714238686067e-59,0.535628889899597,True
Gene48,0.0,0,-0.274354563454736,6,0.0,8.504293819155957e-08,0.460747811630919,True
Gene50,0.0,0,-0.175515859463112,6,0.0,4.314719692644077e-10,0.191615343221378,True
Gene51,0.0,2,-0.569695715664235,6,0.0,0.0,0.935024008253606,True
Gene52,0.0,0,-0.186714845843563,6,0.0,1.1954921023315601e-91,0.880167825124186,True
Gene53,0.0,0,-0.242244215801283,6,0.0,4.663949071338116e-25,0.295067631356819,True
Gene54,0.0,0,-0.300490151174032,6,0.0,1.13867424629116e-42,0.474340089344625,True
Gene59,0.0,0,-0.19339648474668,6,0.0,2.656444686063535e-40,0.406162044058367,True
Gene6,0.0,0,-0.488736685784858,6,0.0,0.00048211583072365,0.488811686104882,True
Gene60,0.0,0,-0.729700880508848,6,0.0,0.0,0.729700880508848,True
Gene62,0.0,0,-0.401227864775415,6,0.0,0.0068738570787293925,0.401814653173323,True
Gene64,0.0,0,-0.341015772506902,6,0.0,1.1529230388237814e-06,0.34106207559538,True
Gene68,0.0,0,-0.56954151022147,6,0.0,0.0,0.949276405122338,True
Gene69,0.0,0,-0.15696859786603,6,0.0,6.941576444494999e-80,0.392319937726465,True
Gene7,0.0,0,-0.173762195071524,6,0.0,1.11022302462516e-16,0.569960471950349,True
Gene70,0.0,1,-0.621418658909486,6,0.0,0.0,0.901806411599772,True
Gene71,0.0,2,-0.446513604479693,6,0.0,0.0,1.10446096355396,True
Gene73,0.0,0,-0.284510409032265,6,0.0,5.72750331554655e-19,0.362245562570026,True
Gene74,0.0,1,-0.345401366347841,6,0.0,0.0,0.884603372601817,True
Gene75,0.0,2,-0.882529046061656,6,0.0,0.0,1.01287204293179,True
Gene76,0.0,0,-0.283908343096266,6,0.0,1.2829779379078664e-16,0.407647506456334,True
Gene77,0.0,0,-0.218978080014481,6,0.0,8.04265939733628e-05,0.479590109325741,True
Gene78,0.0,0,-0.283672555711874,6,0.0,1.95774368833764e-41,0.420712677375464,True
Gene8,0.0,0,-0.174029828171827,6,0.0,2.271148843084325e-13,0.244881769059894,True
Gene80,0.0,0,-0.281046586748077,6,0.0,0.00490971547129025,0.281046586748077,True
Gene81,0.0,0,-0.467000723916968,6,0.0,0.0003438724833159,0.557041306991381,True
Gene82,0.0,0,-0.175135390835523,6,0.0,1.9265817387238273e-07,0.235699088870713,True
Gene83,0.0,0,-0.342505655510545,6,0.0,1.447064690296431e-12,0.342505655510545,True
Gene85,0.0,0,-0.186978343430149,6,0.0,2.6490600209821543e-40,0.491325596196771,True
Gene87,0.0,0,-0.177239868613385,6,0.0,8.197962030886961e-07,0.177275968798673,True
Gene90,0.0,0,-0.277235112802195,6,0.0,9.842288095640573e-11,0.281879068756857,True
Gene92,0.0,0,-0.342643001429076,6,0.0,1.29528288774477e-112,1.08789779486803,True
Gene93,0.0,0,-0.26783920520573,6,0.0,3.247258199822805e-09,0.338589117063768,True
Gene94,0.0,0,-0.221777926335518,6,0.0,2.179545433025427e-11,0.237130137563022,True
Gene95,0.0,0,-0.400475660835288,6,0.0,8.753452982142838e-12,0.400475660835288,True
Gene96,0.0,2,-0.74779886370885,6,0.0,0.0,0.917239784180347,True
Gene97,0.0,0,-0.292279220846845,6,0.0,1.7571141837229152e-16,0.292279220846845,True
Gene98,0.0,0,-0.205117801098691,6,0.0,1.1352714854271751e-117,0.482669142889824,True
Gene99,0.0,0,-0.184950517828263,6,0.0,3.249920113901448e-09,0.184950517828263,True
Gene10,1.11253692942963e-308,0,1.05695934643279,6,1.11253692942963e-308,2.296588608598976e-235,1.05695934643279,True
Gene79,6.93300593345048e-269,0,0.899663031474353,6,6.93300593345048e-269,4.4032810734347347e-159,0.965722360064347,True
Gene72,7.12514903953857e-265,0,0.825374930410049,6,7.12514903953857e-265,3.80749896970102e-119,0.825374930410049,True
Gene22,1.0870242154467201e-157,1,0.833325478164226,6,1.0870242154467201e-157,5.756006372767411e-85,0.833325478164226,True
Gene14,1.55552596550466e-138,0,0.540094867205715,6,1.55552596550466e-138,8.51225678132852e-05,0.540152243512361,True
Gene63,9.22604010605329e-125,0,0.48090898487053,6,9.22604010605329e-125,6.500561660475001e-22,0.48090898487053,True
Gene88,3.09238378440488e-122,0,0.509228298016203,6,3.09238378440488e-122,7.90989059662459e-06,0.509229348934001,True
Gene49,2.36460355482261e-103,0,0.487065604286259,6,2.36460355482261e-103,4.02830458350299e-59,0.487065604286259,True
Gene9,6.38718384557336e-102,0,0.467078202154051,6,6.38718384557336e-102,3.92217811939121e-28,0.467078202154051,True
Gene84,3.85634884712665e-100,1,0.643590016524208,6,3.85634884712665e-100,5.286862635346326e-40,0.643590016524208,True
Gene13,3.76953280684756e-99,0,0.43551094832938,6,3.76953280684756e-99,0.12206075028340956,0.43551094832938,True
Gene66,6.06711309596034e-89,0,0.375914736048509,6,6.06711309596034e-89,5.55111512319815e-17,0.375937995530409,True
Gene24,2.1476222016838598e-86,0,0.405988713994313,6,2.1476222016838598e-86,3.9195308435369064e-11,0.406058306358141,True
Gene91,1.12554152285355e-81,0,0.376005968274112,6,1.12554152285355e-81,9.892271425138031e-16,0.509792745229782,True
Gene12,2.95381505209664e-74,0,0.402396675149131,6,2.95381505209664e-74,1.67499265334092e-08,0.402405131898778,True
Gene86,9.854793881510711e-68,0,0.333754215778395,6,9.854793881510711e-68,1.5642375096099025e-13,0.461491486031168,True
Gene61,1.20945339271933e-64,0,0.326674200369346,6,1.20945339271933e-64,0.0016316547210199386,0.326675355692689,True
Gene17,1.09829894407112e-60,0,0.329175262907149,6,1.09829894407112e-60,3.276224156455774e-14,0.329175262907149,True
Gene56,1.63289544364502e-58,0,0.348881926027048,6,1.63289544364502e-58,1.023261588949652e-16,0.348918984772429,True
Gene41,5.53419396583539e-57,0,0.328311122232175,6,5.53419396583539e-57,9.0998517798148e-09,0.330526587694579,True
Gene89,6.727398785971561e-52,0,0.328153125712641,6,6.727398785971561e-52,7.186407872297604e-11,0.328224026257832,True
Gene44,6.72457663926288e-51,2,0.502710496403482,6,6.72457663926288e-51,4.222783649651192e-23,0.502710496403482,True
Gene27,9.39633520802299e-49,0,0.314023140885863,6,9.39633520802299e-49,3.2069043373676766e-19,0.314066646409951,True
Gene40,1.33441395628068e-48,0,0.313272090971554,6,1.33441395628068e-48,2.9879043683678206e-11,0.313275544219296,True
Gene26,5.49580911620311e-44,0,0.257592035105506,6,5.49580911620311e-44,1.037779934444205e-20,0.257619662021544,True
Gene67,7.203515348994709e-43,0,0.237261242294921,6,7.203515348994709e-43,2.0551304295306765e-09,0.242759643549463,True
Gene36,9.17551158817634e-39,0,0.249297667696123,6,9.17551158817634e-39,1.293409823688308e-13,0.353886809452912,True
Gene55,6.0075707718806e-38,0,0.264740760190436,6,6.0075707718806e-38,2.2959337890249708e-14,0.264740760190436,True
Gene5,4.0185577308845497e-29,0,0.221557338499052,6,4.0185577308845497e-29,0.0033160864051420503,0.221557338499052,True
Gene65,3.09956376136299e-26,0,0.206288065344151,6,3.09956376136299e-26,1.6774154900851672e-10,0.206298396994861,True
Gene35,4.56213880465455e-25,0,0.196874522070395,6,4.56213880465455e-25,4.444915123364559e-08,0.196874522070395,True
Gene25,8.75747506587661e-22,0,0.197406526872312,6,8.75747506587661e-22,0.1940800428903543,0.19752330831734,True
Gene100,4.59357359609886e-18,0,0.161992586947866,6,4.59357359609886e-18,0.0005025397339914021,0.162096527550669,True
Gene57,2.2204460492503099e-16,0,-0.181241282381312,6,2.2204460492503099e-16,0.26637761602001914,0.181254625445951,True
Gene58,1.76089338829858e-07,0,0.0971507155697567,6,1.76089338829858e-07,0.01228255409019285,0.0971507155697567,True
